Name,Company,Address,Postal,City,State,Country
Digital Fortress Chicago,Digital Fortress,360 E 22nd St.,60148,Lombard,Illinois,USA
STACK Infrastructure CHI01A,STACK INFRASTRUCTURE,1441 Touhy Ave,60007,Elk Grove Village,Illinois,USA
Equinix CH1,Equinix,350 E Cermak Rd,60616,Chicago,Illinois,USA
GDC - Chicago CH2 Data Center,"NTT DATA, Inc.",275 Pierce Rd,60143,Itasca,Illinois,USA
GDC - Chicago CH3 Data 'Center,"NTT DATA, Inc.",255 Pierce Rd,60143,Itasca,Illinois,USA
Equinix CH2,Equinix,350 E Cermak Rd,60616,Chicago,Illinois,USA
Cogent Data Center - Chicago 3,"Cogent Communications, Inc.",4200 W 40th St,60632,Chicago,Illinois,USA
Aligned ORD-01,Aligned Data Centers,505 Northwest Avenue,60164,Northlake,Illinois,USA
365 Data Centers - Chicago 1,365 Data Centers,427 S La Salle St,60605,Chicago,Illinois,USA
XNet Critical Computing Facility,"XNet Information Systems, Inc.",3080 Ogden Ave,60532,Lisle,Illinois,USA
Microsoft Northlake,Microsoft,601-605 Northwest Ave,60164,Northlake,Illinois,USA
711 Ogden Avenue,CloudCenters,711 Ogden Ave,60532,Lisle,Illinois,USA
Centersquare - Chicago ORD2-A,Csquare,2425 Busse Road,60007,Elk Grove Village,Illinois,USA
CyrusOne CHI6 - Wood Dale,CyrusOne Data Centers,Bryn Mawr Ave & Pine Ave,60106,Wood Dale,Illinois,USA
CloudHQ ORD Campus,CloudHQ,1200 E Algonquin Rd,60016,Des Plaines,Illinois,USA
CoreSite Chicago (CH2),CoreSite,1432 S Clinton St.,60607,Chicago,Illinois,USA
Equinix CH3,Equinix,1905 Lunt Avenue,60007,Elk Grove Village,Illinois,USA
CoreWeave Hammond,CoreWeave,301 Digital Xrds Dr,46320,Hammond,Illinois,USA
STACK Infrastructure CHI02,STACK INFRASTRUCTURE,1830 Jarvis Ave,60007,Elk Grove Village,Illinois,USA
Ascent CH2,Ascent,505 N Railroad Ave,60164,Northlake,Illinois,USA
Rackspace Chicago,Rackspace Hosting,2200 Busse Road,60007,Elk Grove Village,Illinois,USA
Chirisa Chirisa Volo Technology Park YLO-02,Chirisa,300 South Fish Lake Rd,60073,Volo,Illinois,USA
Chirisa Chirisa Volo Technology Park YLO-01,Chirisa,300 South Fish Lake Rd,60073,Volo,Illinois,USA
Chicago Board of Trade Building,"Apollo Global Management, Inc.",141 West Jackson,60604,Chicago,Illinois,USA
1808 Swift Drive,CenterPoint Properties,1808 Swift Drive,60523,Oak Brook,Illinois,USA
360TCS Data Center,360 Technology Center Solutions,360 E. 22nd St.,60148,Lombard,Illinois,USA
Centersquare - Chicago ORD1-B,Csquare,350 East Cermak,60609,Chicago,Illinois,USA
Midway Technology Center,1547 Critical Systems Realty,40 E Garfield Blvd,60615,Chicago,Illinois,USA
NetSource Naperville 1,"NetSource Communications, Inc.",2368 Corporate Lane,60563,Naperville,Illinois,USA
T5 Data Centers - T5@Chicago V,T5 Data Centers,within Elk Grove Village,TBA,Elk Grove Village,Illinois,USA
CloudHQ ORD2,CloudHQ,1200 E Algonquin Rd,60016,Des Plaines,Illinois,USA
Aligned ORD-03,Aligned Data Centers,50 NW Point Blvd,60007,Elk Grove Village,Illinois,USA
Microsoft Hoffman Estates - Building 2,Microsoft,Lakewood Blvd,60192,Hoffman Estates,Illinois,USA
Naperville Data Center,KARIS Critical,1940 Lucent Ln,60563,Naperville,Illinois,USA
Aligned ORD-04,Aligned Data Centers,150 NW Point Blvd,60007,Elk Grove Village,Illinois,USA
ColoHouse Chicago Cermak,ColoHouse,350 E Cermak,60616,Chicago,Illinois,USA
Stream DC Chicago III,Stream Data Centers,2000 Landmeier Rd,60007,Elk Grove Village,Illinois,USA
T5 Data Centers - T5@Chicago lll,T5 Data Centers,11650 W Grand Ave,60164,Northlake,Illinois,USA
Chirisa Volo Technology Park,Chirisa,300 South Fish Lake Rd,60073,Volo,Illinois,USA
Microsoft Elk Grove Campus,Microsoft,"Elk Grove Technology Park, Innovation Dr & Oakton St",60007,Elk Grove Village,Illinois,USA
T5 Data Centers - T5@Grayslake Campus,T5 Data Centers,30907 N Alleghany Rd,60030,Grayslake,Illinois,USA
Aligned Chicago Campus,Aligned Data Centers,505 Northwest Avenue,60164,Northlake,Illinois,USA
Microsoft Hoffman Estates - Building 1,Microsoft,Lakewood Blvd,60192,Hoffman Estates,Illinois,USA
CloudHQ ORD3,CloudHQ,1200 E Algonquin Rd,60016,Des Plaines,Illinois,USA
CloudHQ ORD1,CloudHQ,1200 E Algonquin Rd,60016,Des Plaines,Illinois,USA
Microsoft Hoffman Estates Campus,Microsoft,Lakewood Blvd,60192,Hoffman Estates,Illinois,USA
Aligned ORD-02,Aligned Data Centers,505 Northwest Avenue,60164,Northlake,Illinois,USA
ColoHouse Chicago Wells,ColoHouse,725 S Wells Street,60607,Chicago,Illinois,USA
Equinix CH5,Equinix,2001 Lunt Ave,60007,Elk Grove Village,Illinois,USA
FDCservers.net,FDCservers.net LLC,141 West Jackson Blvd.,60604,Chicago,Illinois,USA
CDC - Chicago CH5 Data Center,"NTT DATA, Inc.",1250 N Arlington Heights Rd,60143,Itasca,Illinois,USA
EdgeConneX Chicago - EDCCHI01,EdgeConneX,1800 Nicholas Blvd,60007,Elk Grove Village,Illinois,USA
Colovore ORD01,Colovore,"within Aurora, 41 miles from Chicago",TBA,Aurora,Illinois,USA
Chicago Exchange,Menlo Digital,601 W. Polk St,60605,Chicago,Illinois,USA
HW Technology Park,Hillwood Development Company,Millsdale Rd / Schweitzer Rd,60421,Joliet,Illinois,USA
LexisNexis Oak Brook,LexisNexis,1808 Swift Dr,60523,Oak Brook,Illinois,USA
8080 S DuSable Lake Shore Drive,Related Digital,8080 S DuSable Lake Shore Dr,60617,Chicago,Illinois,USA
Edged Chicago ORD2,Edged Energy,2835 Bilter Rd,60502,Aurora,Illinois,USA
Edged Chicago ORD1,Edged Energy,2815 Bilter Rd,60502,Aurora,Illinois,USA
Edged Chicago ORD3,Edged Energy,2725 Bilter Rd,60502,Aurora,Illinois,USA
Connect Chicago,Connect Data Centers by Oppidan,245 Kehoe Blvd,60188,Carol Stream,Illinois,USA
216 West Jackson Boulevard,"Baum Realty Group, LLC",216 W Jackson Blvd,60606,Chicago,Illinois,USA
365 Data Centers - Chicago 2,365 Data Centers,350 East Cermak Road,60623,Chicago,Illinois,USA
GDC - Chicago CH4 Data Center,"NTT DATA, Inc.",1200 N Arlington Heights Rd,60143,Itasca,Illinois,USA
Edged Chicago Campus,Edged Energy,2725-2815 Bilter Rd,60502,Aurora,Illinois,USA
Microsoft Elk Grove - Building 1,Microsoft,"Elk Grove Technology Park, Innovation Dr & Oakton St",60007,Elk Grove Village,Illinois,USA
Meta DeKalb Campus,Meta,1550-2050 Metaverse Wy,60115,DeKalb,Illinois,USA
Microsoft Elk Grove - Building 2,Microsoft,"Elk Grove Technology Park, Innovation Dr & Oakton St",60007,Elk Grove Village,Illinois,USA
Compass Hoffman Estates,Compass Datacenters,3333 Beverly Rd,60179,Hoffman Estates,Illinois,USA
Microsoft Plano (IL),Microsoft,Eldamain Rd & Corneils Rd,60545,Plano,Illinois,USA
Microsoft Hoffman Estates - Building 3,Microsoft,Lakewood Blvd,60192,Hoffman Estates,Illinois,USA
Microsoft Elk Grove - Building 3,Microsoft,"Elk Grove Technology Park, Innovation Dr & Oakton St",60007,Elk Grove Village,Illinois,USA
WOWaccess Data Center,WOWaccess,184 Shuman Blvd,60563,Naperville,Illinois,USA
Morris Technology Park,Tract,US-6 & County Rd 2000 E,60450,Morris,Illinois,USA
Lumen Chicago 3,Lumen,200 N LaSalle St,60601,Chicago,Illinois,USA
KARIS DeKalb Campus,KARIS Critical,Gurler Rd & Peace Rd,60115,DeKalb,Illinois,USA
KARIS Hoffman Estates,KARIS Critical,Higgins Rd & Illinois Rte 59,60010,Hoffman Estates,Illinois,USA
Microsoft Hoffman Estates - Building 4,Microsoft,Lakewood Blvd,60192,Hoffman Estates,Illinois,USA
NTT Chicago Campus,"NTT DATA, Inc.",255-275 Pierce Rd,60143,Itasca,Illinois,USA
Axon Datacenter,Axon Datacenters,7093 Barry St,60018,Rosemont,Illinois,USA
DLS Internet LITH,DLS Internet Services,950 E. Oak Street,60156,Lake in the Hills,Illinois,USA
Lumen South Holland 1,Lumen,200 E 166th St,60473,South Holland,Illinois,USA
CyrusOne CHI3 - Aurora Campus,CyrusOne Data Centers,2725 Bilter Rd,60502,Aurora,Illinois,USA
CBTS Lombard Data Center I,CBTS,1850 W Springer,60148,Lombard,Illinois,USA
Hostrunway Lombard,Hostrunway,1850 Springer Dr,60148,Lombard,Illinois,USA
WHP Braidwood Campus,Western Hospitality Partners,W Kennedy Rd,60408,Braidwood,Illinois,USA
GigeNET Chicago,Gigenet,545 E. Algonquin Rd.,60005,Arlington Heights,Illinois,USA
NetSource Naperville 2,"NetSource Communications, Inc.",1717 Park St.,60563,Naperville,Illinois,USA
Volico Chicago,Volico Data Center,350 E Cermak Rd,60616,Chicago,Illinois,USA
NaviSite Oak Brook,"NaviSite, Inc.",800 Jorie Blvd,60523,Oak Brook,Illinois,USA
CyrusOne CHI3 - Building 1,CyrusOne Data Centers,2725 Bilter Rd,60502,Aurora,Illinois,USA
CyrusOne CHI3 - Building 2,CyrusOne Data Centers,2725 Bilter Rd,60502,Aurora,Illinois,USA
427 LaSalle,CoreSite,427 South LaSalle Street,60605,Chicago,Illinois,USA
Sinch Data Center,Sinch,717 S Wells St,60607,Chicago,Illinois,USA
Lumen 350 E Cermak,Lumen,350 E Cermark Road,60616,Chicago,Illinois,USA
Lumen Chicago,Lumen,111 N Canal St,60606,Chicago,Illinois,USA
Synoptek - Chicago Data Center,Synoptek,350 East Cermak Road,60616,Chicago,Illinois,USA
NaviSite Chicago,"NaviSite, Inc.",725 S Wells,60610,Chicago,Illinois,USA
360 East 22nd Street,360E 22nd LLC,360 East 22nd Street,60148,Lombard,Illinois,USA
Lumen Broadview 1,Lumen,2101 Roberts Drive,60155,Broadview,Illinois,USA
Meta DeKalb - Building 3,Meta,1750 Metaverse Wy,60115,DeKalb,Illinois,USA
Meta DeKalb - Building 5,Meta,1550 Metaverse Wy,60115,DeKalb,Illinois,USA
Meta DeKalb - Building 1,Meta,2050 Metaverse Wy,60115,DeKalb,Illinois,USA
Lumen Arlington Heights 1,Lumen,"1305 E. Algonquin Avenue,",60005,Arlington Heights,Illinois,USA
Meta DeKalb - Building 2,Meta,2050 Metaverse Wy,60115,DeKalb,Illinois,USA
Lumen Chicago 5,Lumen,600 S. Federal,60605,Chicago,Illinois,USA
Meta DeKalb - Building 4,Meta,1750 Metaverse Wy,60115,DeKalb,Illinois,USA
Lumen Chicago 4,Lumen,600 West Chicago Ave.,60610,Chicago,Illinois,USA
Meta DeKalb - Building 6,Meta,1550 Metaverse Wy,60115,DeKalb,Illinois,USA
DLS Internet 216 Jackson,DLS Internet Services,216 West Jackson Blvd,60606,Chicago,Illinois,USA
WHP Braidwood - Building 8,Western Hospitality Partners,W Kennedy Rd,60408,Braidwood,Illinois,USA
WHP Braidwood - Building 4,Western Hospitality Partners,W Kennedy Rd,60408,Braidwood,Illinois,USA
WHP Braidwood - Building 3,Western Hospitality Partners,W Kennedy Rd,60408,Braidwood,Illinois,USA
WHP Braidwood - Building 5,Western Hospitality Partners,W Kennedy Rd,60408,Braidwood,Illinois,USA
WHP Braidwood - Building 2,Western Hospitality Partners,W Kennedy Rd,60408,Braidwood,Illinois,USA
Hostway Boeing Data Center,"Hostway Services, Inc",100 North Riverside Plaza,60606,Chicago,Illinois,USA
CBTS Lombard Data Center II,CBTS,564 Winter Lane,60148,Lombard,Illinois,USA
WHP Braidwood - Building 1,Western Hospitality Partners,W Kennedy Rd,60408,Braidwood,Illinois,USA
WHP Braidwood - Building 6,Western Hospitality Partners,W Kennedy Rd,60408,Braidwood,Illinois,USA
WHP Braidwood - Building 7,Western Hospitality Partners,W Kennedy Rd,60408,Braidwood,Illinois,USA
Lumen Chicago 2,Lumen,900 N. Kingsbury Street,60610,Chicago,Illinois,USA
Cloverleaf Infrastructure Troy Campus,Cloverleaf Infrastructure,Collinsville Rd & Formosa Rd,62294,Troy,Illinois,USA
Cloverleaf Infrastructure Troy DC4,Cloverleaf Infrastructure,Collinsville Rd & Formosa Rd,62294,Troy,Illinois,USA
Cloverleaf Infrastructure Troy DC1,Cloverleaf Infrastructure,Collinsville Rd & Formosa Rd,62294,Troy,Illinois,USA
Cloverleaf Infrastructure Troy DC2,Cloverleaf Infrastructure,Collinsville Rd & Formosa Rd,62294,Troy,Illinois,USA
Cloverleaf Infrastructure Troy DC3,Cloverleaf Infrastructure,Collinsville Rd & Formosa Rd,62294,Troy,Illinois,USA
US Signal Aurora IL02,"US Signal Company, LLC",4267 Meridian Parkway,60504,Aurora,Illinois,USA
Project Cardinal - Building 1,Pioneer Development,Route 47 & Galena Rd,60554,Yorkville,Illinois,USA
Project Cardinal,Pioneer Development,Route 47 & Galena Rd,60554,Yorkville,Illinois,USA
Prologis Project Steel - Building 1,Prologis,E Beecher Rd,60554,Yorkville,Illinois,USA
Prologis Project Steel - Building 14,Prologis,Eldamain Rd,60554,Yorkville,Illinois,USA
Prologis Project Steel - Building 9,Prologis,Galena Rd & W Beecher Rd,60554,Yorkville,Illinois,USA
Prologis Project Steel - Building 11,Prologis,W Beecher Rd,60554,Yorkville,Illinois,USA
Prologis Project Steel - Building 18,Prologis,W Beecher Rd,60554,Yorkville,Illinois,USA
Prologis Project Steel - Building 10,Prologis,Eldamain Rd,60554,Yorkville,Illinois,USA
Prologis Project Steel - Building 23,Prologis,W Beecher Rd,60554,Yorkville,Illinois,USA
Prologis Project Steel - Building 6,Prologis,Beecher Rd,60554,Yorkville,Illinois,USA
Prologis Project Steel - Building 7,Prologis,Beecher Rd,60554,Yorkville,Illinois,USA
Prologis Project Steel - Building 12,Prologis,Eldamain Rd,60554,Yorkville,Illinois,USA
Prologis Project Steel - Building 16,Prologis,Eldamain Rd,60554,Yorkville,Illinois,USA
Plano Skies Campus,Savion Renewable Energy,Rock Creek Rd,60545,Plano,Illinois,USA
Prologis Project Steel - Building 20,Prologis,W Beecher Rd,60554,Yorkville,Illinois,USA
Prologis Project Steel - Building 13,Prologis,W Beecher Rd,60554,Yorkville,Illinois,USA
Prologis Project Steel - Building 5,Prologis,Beecher Rd,60554,Yorkville,Illinois,USA
Prologis Project Steel - Building 15,Prologis,W Beecher Rd,60554,Yorkville,Illinois,USA
Prologis Project Steel - Building 2,Prologis,E Beecher Rd,60554,Yorkville,Illinois,USA
Prologis Project Steel - Building 3,Prologis,E Beecher Rd,60554,Yorkville,Illinois,USA
Prologis Project Steel,Prologis,Galena Rd & Eldamain Rd,60554,Yorkville,Illinois,USA
Prologis Project Steel - Building 8,Prologis,Galena Rd & Eldamain Rd,60554,Yorkville,Illinois,USA
Prologis Project Steel - Building 4,Prologis,Beecher Rd,60554,Yorkville,Illinois,USA
Prologis Project Steel - Building 24,Prologis,W Beecher Rd,60554,Yorkville,Illinois,USA
Prologis Project Steel - Building 17,Prologis,W Beecher Rd,60554,Yorkville,Illinois,USA
Prologis Project Steel - Building 21,Prologis,W Beecher Rd,60554,Yorkville,Illinois,USA
Prologis Project Steel - Building 22,Prologis,W Beecher Rd,60554,Yorkville,Illinois,USA
Prologis Project Steel - Building 19,Prologis,W Beecher Rd,60554,Yorkville,Illinois,USA
Project Cardinal - Building 7,Pioneer Development,Route 47 & Galena Rd,60554,Yorkville,Illinois,USA
Project Cardinal - Building 3,Pioneer Development,Route 47 & Galena Rd,60554,Yorkville,Illinois,USA
Project Cardinal - Building 13,Pioneer Development,Route 47 & Galena Rd,60554,Yorkville,Illinois,USA
Project Cardinal - Building 2,Pioneer Development,Route 47 & Galena Rd,60554,Yorkville,Illinois,USA
Project Cardinal - Building 8,Pioneer Development,Route 47 & Galena Rd,60554,Yorkville,Illinois,USA
Project Cardinal - Building 12,Pioneer Development,Route 47 & Galena Rd,60554,Yorkville,Illinois,USA
Project Cardinal - Building 11,Pioneer Development,Route 47 & Galena Rd,60554,Yorkville,Illinois,USA
Project Cardinal - Building 14,Pioneer Development,Route 47 & Galena Rd,60554,Yorkville,Illinois,USA
Project Cardinal - Building 4,Pioneer Development,Route 47 & Galena Rd,60554,Yorkville,Illinois,USA
Project Cardinal - Building 6,Pioneer Development,Route 47 & Galena Rd,60554,Yorkville,Illinois,USA
Project Cardinal - Building 5,Pioneer Development,Route 47 & Galena Rd,60554,Yorkville,Illinois,USA
Project Cardinal - Building 10,Pioneer Development,Route 47 & Galena Rd,60554,Yorkville,Illinois,USA
Project Cardinal - Building 9,Pioneer Development,Route 47 & Galena Rd,60554,Yorkville,Illinois,USA
CyrusOne Yorkville Campus,CyrusOne Data Centers,"within east of Eldamain Road, north of the Burlington Northern Santa Fe railroad and Faxon Road, and west of Beecher Road. ",60545,Yorkville,Illinois,USA
Plano Skies DC2,Savion Renewable Energy,Rock Creek Rd,60545,Plano,Illinois,USA
Plano Skies DC6,Savion Renewable Energy,Rock Creek Rd,60545,Plano,Illinois,USA
Plano Skies DC3,Savion Renewable Energy,Rock Creek Rd,60545,Plano,Illinois,USA
Plano Skies DC7,Savion Renewable Energy,Rock Creek Rd,60545,Plano,Illinois,USA
Plano Skies DC5,Savion Renewable Energy,Rock Creek Rd,60545,Plano,Illinois,USA
Plano Skies DC4,Savion Renewable Energy,Rock Creek Rd,60545,Plano,Illinois,USA
Plano Skies DC1,Savion Renewable Energy,Rock Creek Rd,60545,Plano,Illinois,USA
CyrusOne Yorkville - Building 3,CyrusOne Data Centers,"within east of Eldamain Road, north of the Burlington Northern Santa Fe railroad and Faxon Road, and west of Beecher Road. ",60545,Yorkville,Illinois,USA
CyrusOne Yorkville - Building 9,CyrusOne Data Centers,"within east of Eldamain Road, north of the Burlington Northern Santa Fe railroad and Faxon Road, and west of Beecher Road. ",60545,Yorkville,Illinois,USA
CyrusOne Yorkville - Building 4,CyrusOne Data Centers,"within east of Eldamain Road, north of the Burlington Northern Santa Fe railroad and Faxon Road, and west of Beecher Road. ",60545,Yorkville,Illinois,USA
CyrusOne Yorkville - Building 7,CyrusOne Data Centers,"within east of Eldamain Road, north of the Burlington Northern Santa Fe railroad and Faxon Road, and west of Beecher Road. ",60545,Yorkville,Illinois,USA
CyrusOne Yorkville - Building 6,CyrusOne Data Centers,"within east of Eldamain Road, north of the Burlington Northern Santa Fe railroad and Faxon Road, and west of Beecher Road. ",60545,Yorkville,Illinois,USA
CyrusOne Yorkville - Building 2,CyrusOne Data Centers,"within east of Eldamain Road, north of the Burlington Northern Santa Fe railroad and Faxon Road, and west of Beecher Road. ",60545,Yorkville,Illinois,USA
CyrusOne Yorkville - Building 1,CyrusOne Data Centers,"within east of Eldamain Road, north of the Burlington Northern Santa Fe railroad and Faxon Road, and west of Beecher Road. ",60545,Yorkville,Illinois,USA
CyrusOne Yorkville - Building 8,CyrusOne Data Centers,"within east of Eldamain Road, north of the Burlington Northern Santa Fe railroad and Faxon Road, and west of Beecher Road. ",60545,Yorkville,Illinois,USA
CyrusOne Yorkville - Building 5,CyrusOne Data Centers,"within east of Eldamain Road, north of the Burlington Northern Santa Fe railroad and Faxon Road, and west of Beecher Road. ",60545,Yorkville,Illinois,USA
STL Data Center,STL,501 S. Towanda Barnes Rd.,61705,Bloomington,Illinois,USA
Pearl Technology Bloomington Data Center,Pearl Technology,303 E Washington Street,61571,Bloomington,Illinois,USA
ColocationPLUS Rantoul 1,ColocationPLUS,101 W International Ave,61866,Rantoul,Illinois,USA
CyrusOne - Talkington Township Campus,CyrusOne Data Centers,Thayer Rd & Clark Rd,62692,Talkington Township,Illinois,USA
CyrusOne - Talkington Township DC2,CyrusOne Data Centers,Thayer Rd & Clark Rd,62692,Talkington Township,Illinois,USA
CyrusOne - Talkington Township DC4,CyrusOne Data Centers,Thayer Rd & Clark Rd,62692,Talkington Township,Illinois,USA
CyrusOne - Talkington Township DC6,CyrusOne Data Centers,Thayer Rd & Clark Rd,62692,Talkington Township,Illinois,USA
CyrusOne - Talkington Township DC3,CyrusOne Data Centers,Thayer Rd & Clark Rd,62692,Talkington Township,Illinois,USA
CyrusOne - Talkington Township DC1,CyrusOne Data Centers,Thayer Rd & Clark Rd,62692,Talkington Township,Illinois,USA
CyrusOne - Talkington Township DC5,CyrusOne Data Centers,Thayer Rd & Clark Rd,62692,Talkington Township,Illinois,USA
Consolidated Mattoon,Consolidated Communications,1501 Charleston Ave,61938,Mattoon,Illinois,USA
ColocationPLUS Champaign,ColocationPLUS,401 S Chestnut,61820,Champaign,Illinois,USA
"DartPoints Columbus, IN - CLU01",DartPoints,2425 Technology Blvd,47201,Columbus,Indiana,USA
Meta Jeffersonville Data Center,Meta,within the River Ridge Commerce Center,47130,Jeffersonville,Indiana,USA
Amazon AWS ORD - Hobart,Amazon AWS,Colorado St & W 61st Ave,46342,Hobart,Indiana,USA
Hobart Devco LLC - Building 5,Unknown Company,E 61st Ave & Arizona St,46342,Hobart,Indiana,USA
Hobart Devco LLC - Building 4,Unknown Company,E 61st Ave & Arizona St,46342,Hobart,Indiana,USA
Hobart Devco LLC - Building 2,Unknown Company,E 61st Ave & Arizona St,46342,Hobart,Indiana,USA
Hobart Devco LLC - Building 1,Unknown Company,E 61st Ave & Arizona St,46342,Hobart,Indiana,USA
Hobart Devco LLC - Building 3,Unknown Company,E 61st Ave & Arizona St,46342,Hobart,Indiana,USA
Hobart Devco LLC - Building 6,Unknown Company,E 61st Ave & Arizona St,46342,Hobart,Indiana,USA
Hobart Devco LLC Campus,Unknown Company,E 61st Ave & Arizona St,46342,Hobart,Indiana,USA
Aunalytics South Bend Data Center,Aunalytics,1440 Ignition Dr S,46601,South Bend,Indiana,USA
GAP Union Station,1547 Critical Systems Realty,506 W. South Street,46601,South Bend,Indiana,USA
Colostore Data Center,Colostore Data Center,1805 S Michigan St,46613,South Bend,Indiana,USA
GAP Studebaker 84,Global Access Point,635 S Lafayette Blvd,46601,South Bend,Indiana,USA
Microsoft Mishawaka,Microsoft,Cleveland Rd & Bittersweet Rd,46530,Granger,Indiana,USA
South Bend Data Center,"Five 9s Digital, LLC",3919 Crescent Circle,46628,South Bend,Indiana,USA
Amazon AWS - New Carlisle,Amazon AWS,Huckleberry Rd & Gordon Rd,46552,New Carlisle,Indiana,USA
WHP South Bend,Western Hospitality Partners,State Road 23 (IN-23),46614,South Bend,Indiana,USA
52505 Spruce Road,Unknown Company,52505 Spruce Rd,46552,New Carlisle,Indiana,USA
Lumen SouthBend 1,Lumen,1140 Franklin Street,46601,South Bend,Indiana,USA
Altafiber Blactkhorn,Altafiber,3919 Crescent Circle,46628,South Bend,Indiana,USA
CBTS South Bend Data Center II,CBTS,22 Maple Hill Run,46601,South Bend,Indiana,USA
Digital Enterprise Center,Global Access Point,4001 Technology Drive,46628,South Bend,Indiana,USA
CBTS South Bend Data Center I,CBTS,123 Sycamore St,46617,South Bend,Indiana,USA
Metrobloks Indianapolis IND A1,Metrobloks,2505 N Sherman Dr,46218,Indianapolis,Indiana,USA
DataBank IND2 - Downtown Indianapolis,DataBank,650 W Henry St,46225,Indianapolis,Indiana,USA
Netrality - Indy Telcom Center,Netrality,733 W Henry St,46225,Indianapolis,Indiana,USA
DataBank IND1 - Downtown Indianapolis,DataBank,731 W Henry St,46225,Indianapolis,Indiana,USA
US Signal Indianapolis IN02,"US Signal Company, LLC",6325 Morenci Trail,46268,Indianapolis,Indiana,USA
701 West Henry Street,Netrality,701 West Henry Street,46225,Indianapolis,Indiana,USA
American Tower EDC Indianapolis,American Tower Corporation,7701 Walnut Dr,46268,Indianapolis,Indiana,USA
Wintek Data Center,Wintek Business Solutions,3921 David Howarth Dr,47905,Lafayette,Indiana,USA
Expedient Indianapolis,Expedient Data Centers,701 Congressional Blvd,46032,Indianapolis,Indiana,USA
OTAVA Indianapolis,OTAVA,505 West Merrill Street,46225,Indianapolis,Indiana,USA
Cogent Data Center - Indianapolis,"Cogent Communications, Inc.",13 S Davidson St,46202,Indianapolis,Indiana,USA
Lifeline Data Centers Eastgate,"Lifeline Data Centers, LLC",401 North Shadeland Avenue,46219,Indianapolis,Indiana,USA
Windstream Indianapolis,Windstream,701 W Henry Street,46225,Indianapolis,Indiana,USA
Netrality - Indy Telcom Suite 101,Netrality,701 West Henry Street,46225,Indianapolis,Indiana,USA
"Oliver Street, LLC","Oliver Street, LLC/Paragon Realty",800 Oliver Ave,46225,Indianapolis,Indiana,USA
Windstream Lafayette,Windstream,2304 Brothers Drive,47909,Lafayette,Indiana,USA
Project Flo,Google,I-74 & S Post Road,46239,Indianapolis ,Indiana,USA
Google Monroe Township,Google,Keller Hill Rd & N Union Church Rd,46158,Monroe Township,Indiana,USA
Prologis Shelbyville,Prologis,East State Road 44 (IN-44) & US Hwy 421 (I-74),46176,Shelbyville,Indiana,USA
LGI Broad Ripple,LifeGrid Interent,1810 Broad Ripple Ave,46220,Indianapolis,Indiana,USA
Meta Lebanon Campus,Meta,200 N County Rd & N 400 W County Rd,46052,Lebanon,Indiana,USA
RadiusDC Plainfield Campus,RadiusDC,Smith Rd & AllPoints Pkwy,46123,Plainfield,Indiana,USA
Decatur Technology Park - Bldg B,Sabey Data Center Properties LLC,IN-67 & Camby Rd,46113,Camby,Indiana,USA
Decatur Technology Park - Bldg A,Sabey Data Center Properties LLC,IN-67 & Camby Rd,46113,Camby,Indiana,USA
Hancock County MegaSite,Surge Development,3400 West 500 North,46055,McCordsville,Indiana,USA
Decatur Technology Park,Sabey Data Center Properties LLC,IN-67 & Camby Rd,46113,Camby,Indiana,USA
RadiusDC Indy I,RadiusDC,Smith Rd & AllPoints Pkwy,46123,Plainfield,Indiana,USA
RadiusDC Indy II,RadiusDC,Smith Rd & AllPoints Pkwy,46123,Plainfield,Indiana,USA
Vantage - Pittsboro DC3,Vantage Data Centers,"within County Roads 500 E, 850 N, and 1000 N",46167,Pittsboro,Indiana,USA
Vantage - Pittsboro DC1,Vantage Data Centers,"within County Roads 500 E, 850 N, and 1000 N",46167,Pittsboro,Indiana,USA
Lumen Indianapolis 1,Lumen,1902 S. East Street,46225,Indianapolis,Indiana,USA
Lumen Indianapolis 2,Lumen,4625 W 86th St,46268,Indianapolis,Indiana,USA
Meta Lebanon - Building 9,Meta,200 N County Rd & N 400 W County Rd,46052,Lebanon,Indiana,USA
Meta Lebanon - Building 4,Meta,200 N County Rd & N 400 W County Rd,46052,Lebanon,Indiana,USA
Vantage - Pittsboro Campus,Vantage Data Centers,"within County Roads 500 E, 850 N, and 1000 N",46167,Pittsboro,Indiana,USA
Meta Lebanon - Building 11,Meta,200 N County Rd & N 400 W County Rd,46052,Lebanon,Indiana,USA
Hancock County MegaSite - Building 2,Surge Development,3400 West 500 North,46055,McCordsville,Indiana,USA
Meta Lebanon - Building 2,Meta,200 N County Rd & N 400 W County Rd,46052,Lebanon,Indiana,USA
Meta Lebanon - Building 1,Meta,200 N County Rd & N 400 W County Rd,46052,Lebanon,Indiana,USA
Hancock County MegaSite - Building 4,Surge Development,3400 West 500 North,46055,McCordsville,Indiana,USA
Meta Lebanon - Building 12,Meta,200 N County Rd & N 400 W County Rd,46052,Lebanon,Indiana,USA
Hancock County MegaSite - Building 3,Surge Development,3400 West 500 North,46055,McCordsville,Indiana,USA
Hancock County MegaSite - Building 5,Surge Development,3400 West 500 North,46055,McCordsville,Indiana,USA
Vantage - Pittsboro DC2,Vantage Data Centers,"within County Roads 500 E, 850 N, and 1000 N",46167,Pittsboro,Indiana,USA
Meta Lebanon - Building 3,Meta,200 N County Rd & N 400 W County Rd,46052,Lebanon,Indiana,USA
