Name,Company,Address,Postal,City,State,Country
Opti9 NY1,Opti9 Technology,501 Franklin Ave,11530,Garden City,New York,USA
325 Hudson,325 Hudson,325 Hudson,10013,New York,New York,USA
1 Ramland,1547 Critical Systems Realty,1 Ramland Rd,10962,Orangeburg,New York,USA
TELEHOUSE New York Chelsea,Telehouse America,85 10th Avenue,10011,New York,New York,USA
TELEHOUSE New York Teleport,Telehouse America,7 Teleport Drive,10311,New York,New York,USA
NYI - New York,QTD Systems,100 William Street,10038,New York,New York,USA
Hudson InterXchange,Hudson InterXchange,60 Hudson Street,10013,New York,New York,USA
365 Data Centers - New York 2,365 Data Centers,325 Hudson St,10013,New York,New York,USA
DataBank LGA2 - Downtown New York City,DataBank,111 8th Ave,10011,Manhattan,New York,USA
Crown Castle New York (NY1),CROWN CASTLE,111 8th Ave,10011,New York City,New York,USA
Delimiter Commack Data Center,Delimiter Corp,500 Commack Road,NY11725,Commack,New York,USA
Cogent Data Center - New York,"Cogent Communications, Inc.",25 Broadway,10004,New York,New York,USA
CoreSite Secaucus (NY2),CoreSite,2 Emerson Ln,07094,Secaucus,New York,USA
H5 Data Centers New York,H5 Data Centers,325 Hudson St,10013,New York,New York,USA
Equinix NY9,Equinix,111 8th Avenue,10011,New York,New York,USA
DataBank Orangeburg Campus,DataBank,2000 Corporate Dr,10962,Orangeburg,New York,USA
Epsilon Global Hubs - New York,Epsilon,60 Hudson Street,10013,New York,New York,USA
Dataverge NY,DataVerge,882 3rd Ave,11232,Brooklyn,New York,USA
111 Eight Avenue,Google,111 8th Avenue,10011,New York,New York,USA
Speedcast NY,Speedcast International Ltd.,45 Oser Avenue,11788,Hauppauge,New York,USA
Lunavi Orangeburg,Lunavi,1 Ramland Rd,10962,Orangeburg,New York,USA
365 Data Centers - New York 3,365 Data Centers,121 Varick St.,10013,New York,New York,USA
ColoHouse New York,ColoHouse,1 Ramland Road,10962,Orangeburg,New York,USA
DataBank LGA4 - Orangeburg,DataBank,2000 Corporate Dr,10962,Orangeburg,New York,USA
DataBank LGA3 - Orangeburg,DataBank,2000 Corporate Dr,10962,Orangeburg,New York,USA
NewBridge Brooklyn,NewBridge,927 McDonald Ave,11218,Brooklyn,New York,USA
CoreSite New York (NY1),CoreSite,32 Avenue of the Americas,10013,New York,New York,USA
75 Broad Street,JEMB Realty Inc.,75 Broad Street,10004,New York,New York,USA
Evocative JFK2,Evocative Data Centers,480 N Bedford Rd,10514,Chappaqua,New York,USA
365 Data Centers - New York 1,365 Data Centers,65 Broadway,10006,New York,New York,USA
Cogent Data Center - Hackensack,"Cogent Communications, Inc.",280 State St,07601,Hackensack,New York,USA
60 Hudson Street,Colliers International,60 Hudson Street,10013,New York,New York,USA
Lumen New York 2,Lumen,601 W 26th,10001,New York,New York,USA
121 Varick St,121 Varick Street Corp.,121 Varick St,10013,New York,New York,USA
Sentinel NY-1,Sentinel Datacenters,155 Corporate Dr,10962,Orangeburg,New York,USA
Metanet Staten Island,"Metanet, Inc.",7 Teleport Dr,10311,Staten Island,New York,USA
Colocation America NYDC3,Colocation America,11 Skyline Dr,10532,Hawthorne,New York,USA
365 Data Centers - New York 4,365 Data Centers,32 6th ave,10013,New York,New York,USA
Blue Hill Plaza,Blue Hill Data Services,2 Blue Hill Plaza,10965,Pearl River,New York,USA
CherryRoad NYC3,CherryRoad Technologies,375 Pearl Street,10038,Manhattan,New York,USA
Centersquare - New York EWR3-B,Csquare,365 S Randolphville,08854,Piscataway,New York,USA
Metanet Chelsea,"Metanet, Inc.",85 10th Ave,10011,New York,New York,USA
Arbinet 75 Broad St,Arbinet,75 Broad St.,10004,New York,New York,USA
Frontline Data Services Orangeburg,Frontline Data Services,100 Dutch Hill Rd,10962,Orangeburg,New York,USA
365 Data Centers - Long Island,365 Data Centers,500 Commack Road,j11725,Commack,New York,USA
The Starrett-Lehigh Building,Windstream,601 W 26th Street,10001,New York,New York,USA
EXA DC New York,EXA Infrastructure,60 Hudson Street,10013,New York,New York,USA
Colocation America NYDC2,Colocation America,111 8th Avenue,10011,New York,New York,USA
Colocation America NYDC1,Colocation America,60 Hudson Street,10013,New York,New York,USA
Crown Castle New York - 60 Hudson St,CROWN CASTLE,60 Hudson St,10013,New York,New York,USA
Lumen New York 1,Lumen,111 8th Avenue,10011,New York,New York,USA
TeliaSonera NYKEC,Telia Company,111 8th Avenue,10011,New York,New York,USA
AT&T New York,AT&T,811 10th Avenue,10019,New York,New York,USA
32 Avenue of the Americas,Rudin Management Company,32 Avenue of the Americas (6th Ave),10019,New York,New York,USA
AT&T Secaucus,AT&T,15 Enterprise Ave N,07094,Secaucus,New York,USA
NaviSite New York,"NaviSite, Inc.",395 Hudson St,10014,New York,New York,USA
New York Connect Data Center,"New York Connect.Net, Ltd.",111 8th Avenue,10011,New York,New York,USA
LG Networks NYC Node,Lumen,150 Varick Street,10012,New York,New York,USA
TELEHOUSE Briad Financial Center,Telehouse America,33 Whitehall Street,10004,New York,New York,USA
Tata Communications New York,Tata Communications,32 6th Ave,10013,New York,New York,USA
Metanet New York,"Metanet, Inc.",111 8th Avenue,10011,New York,New York,USA
SS&C GlobeOp Data Center,SS&C GlobeOp,1565 Front Street,10598,Yorktown Heights,New York,USA
colo@OldMain,Clarkson University,55 Main Street,13676,Potsdam,New York,USA
NYGC Chateaugay,NewYork GreenCloud,7019 New York State Route 374,12920,Chateaugay,New York,USA
ColoCrossing BUF1,ColoCrossing,325 Delaware Ave,14202,Buffalo,New York,USA
H5 Data Centers Buffalo III,H5 Data Centers,350 Main St.,14202,Buffalo,New York,USA
Elm Data Center,Elm Datacenter,235 Elm St,14203,Buffalo,New York,USA
Advance2000 Williamsville Data Center,Advance2000,1140 Wehrle Drive,14221,Williamsville,New York,USA
Blockfusion Niagara Falls,Blockfusion,5380 Frontier Ave,14304,Niagara Falls,New York,USA
Victory Technology Center,Victory Technology Center,within Within 5 miles of downtown Buffalo,14203,Buffalo,New York,USA
Shatter I.T. Buffalo,Shatter I.T.,350 Main St,14202,Buffalo,New York,USA
DigiPowerX North Tonawanda,DigiPower X Inc.,1070 Erie Ave,14120,North Tonawanda,New York,USA
DigiPowerX Buffalo,DigiPower X Inc.,1001 E Delavan Ave,14215,Buffalo,New York,USA
Niagara Digital Campus,Urbacon Data Centre Solutions,Rainbow Blvd & John B Daly Blvd,14303,Niagara Falls,New York,USA
Centrilogic Buffalo,Centrilogic,350 Main Street,14202,Buffalo,New York,USA
I-Evolve Data Center,i-evolve,501 John James Audubon Pkwy,14228,Buffalo,New York,USA
Lake Mariner Data - Building 5,TeraWulf,7725 Lake Rd,14012,Barker,New York,USA
325 Delware Avenue,The Benchmark Group,325 Delaware Avenue,14202,Buffalo,New York,USA
Lake Mariner Data - Building 6,TeraWulf,7725 Lake Rd,14012,Barker,New York,USA
Stream DC Genesee County,Stream Data Centers,within STAMP,14013,Alabama,New York,USA
350 Main Place,Main Place Liberty Group,350 Main Street,14202,Buffalo,New York,USA
Cogent Data Center - Buffalo,"Cogent Communications, Inc.",271 Bristol St,14206,Buffalo,New York,USA
Lake Mariner Data,TeraWulf,7725 Lake Rd,14012,Barker,New York,USA
Nexeon BUF1,Nexeon,325 Delaware Ave,14202,Buffalo,New York,USA
Lake Mariner Data - Building 3,TeraWulf,7725 Lake Rd,14012,Barker,New York,USA
Lake Mariner Data - Building 1,TeraWulf,7725 Lake Rd,14012,Barker,New York,USA
Ridge Lea,Lumen,4252 Ridge Lea Rd.,14226,Amherst,New York,USA
Lake Mariner Data - Building 4,TeraWulf,7725 Lake Rd,14012,Barker,New York,USA
H5 Data Centers Buffalo II,H5 Data Centers,5365 Crown Dr,14094,Lockport,New York,USA
H5 Data Centers Buffalo I,H5 Data Centers,"5319 Enterprise Dr, , NY , USA",14094,Lockport,New York,USA
Lake Mariner Data - Building 2,TeraWulf,7725 Lake Rd,14012,Barker,New York,USA
Core42 Lake Mariner Data Center,Core42 - G42 Company,7725 Lake Rd,14012,Barker,New York,USA
PCI Data Center,"Personal Computers, Inc.",1 Seneca St,14203,Buffalo,New York,USA
Lumen Buffalo 2,Lumen,325 Delaware Avenue,14204,Buffalo,New York,USA
Lumen Buffalo 1,Lumen,240 Scott Street,14204,Buffalo,New York,USA
Westelcom Watertown Data Center,Westelcom,130 Park Pl,13601,Watertown,New York,USA
CyrusOne NYM7 - Wappingers Falls,CyrusOne Data Centers,55 Myers Corners Road,12590,Wappingers Falls,New York,USA
DotBlock.Com,DotBlock DataCenter,21 Corporate Dr,12065,Clifton Park,New York,USA
FirstLight Albany NY,FirstLight Fiber,41 State St,12207,Albany,New York,USA
INOC ALB3,INOC Data Centers,4 Tower Place,12203,Albany,New York,USA
INOC ALB1,INOC Data Centers,80 State Street,12207,Albany,New York,USA
ColoHouse Albany,ColoHouse,175 Old Loudon Road,12110,Latham,New York,USA
Cogent Data Center - Albany,"Cogent Communications, Inc.",89 Hannay Ln,12077,Glenmont,New York,USA
Windstream Albany,Windstream,11 North Pearl Street,12207,Albany,New York,USA
Lumen Albany 3,Lumen,11 North Pearl Street,12207,Albany,New York,USA
194 Washington Avenue,Unknown Company,194 Washington Avenue,12210,Albany,New York,USA
80 State Street,Unknown Company,80 State Street,12207,Albany,New York,USA
Lumen Albany 1,Lumen,316 North Pearl Street,12207,Albany,New York,USA
Lumen Albany 4,Lumen,10 Airline Dr,12205,Colonie,New York,USA
Crown Castle Albany,CROWN CASTLE,80 State St,12207,Albany,New York,USA
Lumen Albany 2,Lumen,194 Washington Avenue,12210,Albany,New York,USA
TierPoint Hawthorne - New York,TierPoint,11 Skyline Dr.,10528,Hawthorne,New York,USA
Equinix NY13,Equinix,401 Fieldcrest Drive,10523,Elmsford,New York,USA
Crown Castle New York (NY2),CROWN CASTLE,360 Hamilton Ave,10601,White Plains,New York,USA
TierPoint Harthorne 2 - New York,TierPoint,17 Skyline Drive,10532,Hawthorne,New York,USA
Cohere Westchester,Cohere Communications,777 Old Saw Mill River Rd,10591,Tarrytown,New York,USA
Continuity Centers Hawthorne,"American Business Continuity Centers, LLC.",11 Skyline Dr,10532,Hawthorne,New York,USA
365 Data Centers - Commack,365 Data Centers,500 Commack Dr,11725,Commack,New York,USA
Stafford Associates Data Center,Stafford Associates,21 Bennetts Road,11733,Setauket,New York,USA
Long Island Interconnect,Long Island Interconnect,1025 Old Country Road,11590,Westbury,New York,USA
PointVoIP NY3,"PointVoIP, LLC",3385 Veterans Memorial Hwy,11779,Ronkonkoma,New York,USA
Gotham Bus Datacenter,The Gotham Bus Company Inc.,449 Route 25A,11766,Mt. Sinai,New York,USA
Vastnet - Melville,Vastnet,680 Walt Whitman Road,11747,Melvile,New York,USA
TWS Hosting Data Center,TWS Hosting,140 Hoffman Lane,11749,Islandia,New York,USA
Crown Castle Farmingdale,CROWN CASTLE,115 Bi County Blvd,11735,Farmingdale,New York,USA
Continuity Centers Woodbury,"American Business Continuity Centers, LLC.",1000 Woodbury Rd,11797,Woodbury,New York,USA
Lumen Garden City 1,Lumen,71 Clinton Road,11530,Garden City,New York,USA
GET Long Island,"Global Enterprise Technologies, Inc.",Tec Street,11805,Hicksville,New York,USA
Northland Utica Datacenter,Northland Communications,258 Genesee St,13502,Utica,New York,USA
Global AI Endicott,Global AI,1701 North St,13760,Endicott,New York,USA
Tier.Net Binghamton Data Center,TierNet,70 Henry St,13901,Binghamton,New York,USA
FLTG Park,FirstLight Fiber,4902 McGrane Road,14541,Romulus,New York,USA
Core Scientific Marble,Core Scientific,155 Palmer Ln,28905,Marble,North Carolina,USA
"DartPoints Asheville, NC - AVL01",DartPoints,100 Technology Drive,28803,Asheville,North Carolina,USA
Automated Results Data Center,Automated Results,1 Pari Dr,28772,Rosman,North Carolina,USA
Segra Winston-Salem,Segra,3310 Old Lexington Road,27107,Winston-Salem,North Carolina,USA
SolidSpace,SolidSpace,450 W. Hanes Mill Road,27105,Winston-Salem,North Carolina,USA
NC Data Center Park,"Five 9s Digital, LLC",2394 Penny Road,28610,Claremont,North Carolina,USA
Flexential Raleigh Data Center,Flexential,5150 McCrimmon Parkway,27560,Morrisville,North Carolina,USA
TierPoint Raleigh - RAL,TierPoint,5301 Departure Drive,27615,Raleigh,North Carolina,USA
Segra Raleigh,Segra,2100 Garner Station Blvd.,27603,Raleigh,North Carolina,USA
American Tower AEDC Raleigh,American Tower Corporation,6011 Chapel Hill Rd,27607,Raleigh,North Carolina,USA
LightEdge - Raleigh,LightEdge,8020 Arco Corporate Drive,27617,Raleigh,North Carolina,USA
NetActuate Cary Data Center,NetActuate,500 Gregson Dr,27511,Cary,North Carolina,USA
Cisco RTP Data Center,Cisco Systems,7025-1 Kit Creek Rd,27709,Morrisville,North Carolina,USA
Lumen Raleigh 4,Lumen,5301 Departure Dr,27616,Raleigh,North Carolina,USA
Cogent Data Center - Raleigh,"Cogent Communications, Inc.",608 W Hargett St,27603,Raleigh,North Carolina,USA
AceHost Raleigh-Durham Data Center,Acehost,4518 S Miami Blvd,27703,Durham,North Carolina,USA
Celito Data Center,"Celito Communications, Inc.",1400 - 105 Sunday Drive,27606,Raleigh,North Carolina,USA
New Hill Digital Campus,Natelli Investments LLC,Shearon Harris Rd,27562,New Hill,North Carolina,USA
Lumen Raleigh 3,Lumen,3440 Tarheel Drive,27609,Raleigh,North Carolina,USA
Lumen Raleigh 2,Lumen,1918 Wake Forest Road,27606,Raleigh,North Carolina,USA
New Hill Digital Campus - Building 2,Natelli Investments LLC,Shearon Harris Rd,27562,New Hill,North Carolina,USA
New Hill Digital Campus - Building 4,Natelli Investments LLC,Shearon Harris Rd,27562,New Hill,North Carolina,USA
New Hill Digital Campus - Building 3,Natelli Investments LLC,Shearon Harris Rd,27562,New Hill,North Carolina,USA
New Hill Digital Campus - Building 1,Natelli Investments LLC,Shearon Harris Rd,27562,New Hill,North Carolina,USA
CyrusOne DUR1 - Durham,CyrusOne Data Centers,2223 NE Creek Pkwy,27713,Durham,North Carolina,USA
TierPoint Raleigh - RTP,TierPoint,99 T W. Alexander Drive,27709,Durham,North Carolina,USA
MCNC Research Triangle Park,MCNC,3021 E Cornwallis Rd,27709,Research Triangle Park,North Carolina,USA
MCNC Rosman,MCNC,1 Pari Dr,28772,Rosman,North Carolina,USA
AIT.com Data Center,"Advanced Internet Technologies, Inc.",421 Maiden Lane,28301,Fayetteville,North Carolina,USA
Fayetteville NetZero Campus,Energy Storage Solutions LLC,942-1196 Dunn Rd,28312,Fayetteville,North Carolina,USA
PARI Data Center,Pisgah Astronomical Research Institute,"Cline Building, 1 Pari Dr",28772,Rosman,North Carolina,USA
801 Main Street - Lenoir,"Dacentec, Inc",801 Main Street NW,28645,Lenoir,North Carolina,USA
DigiPowerX Hildebran,DigiPower X Inc.,199 Cline Pk Ct,28637,Hildebran,North Carolina,USA
Microsoft Lyle Creek - Building 1,Microsoft,1521 N NC 16 Hwy,28613,Conover,North Carolina,USA
Google Lenoir Data Center,Google,708 Lynhaven Dr,28645,Lenoir,North Carolina,USA
Microsoft Lyle Creek - Building 3,Microsoft,1521 N NC 16 Hwy,28613,Conover,North Carolina,USA
Microsoft Lyle Creek Campus,Microsoft,1521 N NC 16 Hwy,28613,Conover,North Carolina,USA
Microsoft Lyle Creek - Building 2,Microsoft,1521 N NC 16 Hwy,28613,Conover,North Carolina,USA
Microsoft Lyle Creek - Building 4,Microsoft,1521 N NC 16 Hwy,28613,Conover,North Carolina,USA
Microsoft Lyle Creek - Building 5,Microsoft,1521 N NC 16 Hwy,28613,Conover,North Carolina,USA
113 North Myers Street (CLT10),Digital Realty,113 North Myers Street,28202,Charlotte,North Carolina,USA
Flexential Charlotte - North Data Center,Flexential,10105 David Taylor Drive,28262,Charlotte,North Carolina,USA
Flexential Charlotte - South Data Center,Flexential,8910 Lenox Pointe Drive,28273,Charlotte,North Carolina,USA
125 North Myers Street (CTL11),Digital Realty,125 North Myers Street,28202,Charlotte,North Carolina,USA
725 East Trade Street,Digital Realty,725 E Trade St,28202,Charlotte,North Carolina,USA
12899 Moores Chapel Rd,Digital Realty,12899 Moores Chapel Rd,28214,Charlotte,North Carolina,USA
731 East Trade Street (CTL12),Digital Realty,731 East Trade Street,28202,Charlotte,North Carolina,USA
TierPoint Charlotte 2 - North Myers,TierPoint,125 N. Myers St.,28202,Charlotte,North Carolina,USA
Segra Kannapolis,Segra,465 Charles Babbage Lane,28081,Kannapolis,North Carolina,USA
Segra Charlotte 2,Segra,3101 International Airport Drive,28208,Charlotte,North Carolina,USA
TierPoint Charlotte 4- Center Park,TierPoint,1805 Center Park Drive,28217,Charlotte,North Carolina,USA
Segra Charlotte 1,Segra,3100 International Airport Dr,28208,Charlotte,North Carolina,USA
ScaleMatrix Charlotte,ScaleMatrix,1805 Center Park Drive,28217,Charlotte,North Carolina,USA
CENTRA Charlotte (CLT1),CENTRA,701 E Trade St,28202,Charlotte,North Carolina,USA
Charlotte Data Center - Available April 1 2025,"Five 9s Digital, LLC",1612 Cross Beam Drive,28217,Charlotte,North Carolina,USA
Data Journey Catawba County,Data Journey,2436 Penny Rd,28610,Claremont,North Carolina,USA
T5 Data Centers - T5@Charlotte,T5 Data Centers,131 Riverside Ct,28086,Kings Mountain,North Carolina,USA
CloudOgre Data Center,CloudOgre,156 School Rd,28756,Mill Spring,North Carolina,USA
Cogent Data Center - Charlotte,"Cogent Communications, Inc.",701 East Trade Street,28202,Charlotte,North Carolina,USA
Compass Statesville,Compass Datacenters,Stamey Farm Rd,28677,Statesville,North Carolina,USA
Charlotte Gateway Data Center,"Five 9s Digital, LLC",120 N Myers Street,28202,Charlotte,North Carolina,USA
H5 Data Centers Charlotte,H5 Data Centers,10105 David Taylor Dr,28262,Charlotte,North Carolina,USA
Cogent Data Center - Charlotte 2,"Cogent Communications, Inc.",1310 S Mint St,28203,Charlotte,North Carolina,USA
CentriLogic Lenoir,Centrilogic,801 Main Street NW,28645,Lenoir,North Carolina,USA
Meta Forest City Campus,Meta,404 Social Circle,28043,Forest City,North Carolina,USA
Charlotte Colocation Center,"Charlotte Colocation Center, LLC",5821 Fairview Rd,28209,Charlotte,North Carolina,USA
5CDC Charlotte - CLT01,5C Group Inc.,"within Charlotte, NC",TBA,Charlotte,North Carolina,USA
Windstream Charlotte,Windstream,301 S McDowell St,28204,Charlotte,North Carolina,USA
PowerHouse Charlotte,PowerHouse Data Centers,10800 University City Blvd,28213,Charlotte,North Carolina,USA
TierPoint Charlotte 3,TierPoint,113 N. Myers St.,28292,Charlotte,North Carolina,USA
Lumen Charlotte 3,Lumen,1027 N Church St,28206,Charlotte,North Carolina,USA
Lumen Charlotte 4,Lumen,5001 Airport Center Pkwy,28208,Charlotte,North Carolina,USA
Segra Charlotte 4,Segra,1612 Cross Beam Drive,28217,Charlotte,North Carolina,USA
Compass Statesville - Building 5,Compass Datacenters,Stamey Farm Rd,28677,Statesville,North Carolina,USA
Compass Statesville - Building 2,Compass Datacenters,Stamey Farm Rd,28677,Statesville,North Carolina,USA
Compass Statesville - Building 1,Compass Datacenters,Stamey Farm Rd,28677,Statesville,North Carolina,USA
Compass Statesville - Building 4,Compass Datacenters,Stamey Farm Rd,28677,Statesville,North Carolina,USA
Compass Statesville - Building 3,Compass Datacenters,Stamey Farm Rd,28677,Statesville,North Carolina,USA
4021 Rose Lake Drive,Unknown Company,4021 Rose Lake Drive,28217,Charlotte,North Carolina,USA
Meta Forest City - Building 2,Meta,480 Social Circle,28043,Forest City,North Carolina,USA
Meta Forest City - Building 3,Meta,284 Social Circle,28043,Forest City,North Carolina,USA
Lumen Charlotte 2,Lumen,112 N. Myers Street,28202,Charlotte,North Carolina,USA
Meta Forest City - Building 1,Meta,404 Social Circle,28043,Forest City,North Carolina,USA
Lumen Charlotte 1,Lumen,4021 Rose Lake Drive,28217,Charlotte,North Carolina,USA
Amazon AWS - Richmond County,Amazon AWS,"Energy Way Industrial Park, Airport Road",28345,Hamlet,North Carolina,USA
Mooresville Technology Park,Tract,Coddle Creek Hwy & Patterson Farm Rd,28115,Mooresville,North Carolina,USA
Mooresville Technology Park - Building 1,Tract,Coddle Creek Hwy & Patterson Farm Rd,28115,Mooresville,North Carolina,USA
Mooresville Technology Park - Building 2,Tract,Coddle Creek Hwy & Patterson Farm Rd,28115,Mooresville,North Carolina,USA
Mooresville Technology Park - Building 3,Tract,Coddle Creek Hwy & Patterson Farm Rd,28115,Mooresville,North Carolina,USA
Mooresville Technology Park - Building 5,Tract,Coddle Creek Hwy & Patterson Farm Rd,28115,Mooresville,North Carolina,USA
Mooresville Technology Park - Building 4,Tract,Coddle Creek Hwy & Patterson Farm Rd,28115,Mooresville,North Carolina,USA
Microsoft - Person County Mega Park,Microsoft,State Rd 1333,27574,Roxboro,North Carolina,USA
Enovum Data Centers NC01 - Madison, Enovum Data Centers Corp,805 Island Dr,27025,Madison,North Carolina,USA
ImpactData Greensboro Dream Center,ImpactData,2901 E Gate City Blvd,27401,Greensboro,North Carolina,USA
DC BLOX High Point,DC BLOX Inc.,Sheraton Ct,27021,King,North Carolina,USA
Robena Mine Data Center,Essential Utilities,South Eighty Eigh Road (PA-88),15338,Greensboro,North Carolina,USA
GTT Greensboro Data Center,GTT Communications,414 N. Church Street,27401,Greensboro,North Carolina,USA
Dynamic Quest Data Center,Dynamic Quest,4821 Koger Blvd.,27407,Greensboro,North Carolina,USA
Project Delta,Engineered Land Solutions,US-311 & Tuttle Rd,27052,Walnut Cove,North Carolina,USA
Lumen Greensboro 2,Lumen,496 Gallimore Dairy Rd,27409,Greensboro,North Carolina,USA
Lumen Greensboro 1,Lumen,201 E Creekridge Road,27406,Greensboro,North Carolina,USA
Tarheel Cloud Data Center,Tarheel Media,113 W Edwards St,27569,Princeton,North Carolina,USA
Microsoft Boyd Farms Campus,Microsoft,Zeb Haynes Rd & Old Maiden Rd,28650,Maiden,North Carolina,USA
Apple Maiden Campus,Apple,5977-6028 Startown Rd,28650,Maiden,North Carolina,USA
Microsoft Boyd Farms Data Center 1,Microsoft,1260 Old Maiden Rd,28650,Maiden,North Carolina,USA
Apple Maiden - Building 1,Apple,6028 Startown Rd,28650,Maiden,North Carolina,USA
Apple Maiden - Building 2,Apple,5987 Startown Rd,28650,Maiden,North Carolina,USA
Apple Maiden - Building 3,Apple,5987 Startown Rd,28650,Maiden,North Carolina,USA
Apple Maiden - Building 5,Apple,2239 Elbow Rd,28650,Maiden,North Carolina,USA
Apple Maiden - Building 4,Apple,2239 Elbow Rd,28650,Maiden,North Carolina,USA
BalsamWest Data Center,BalsamWest Fibernet LLC,35 Bonnie Ln,28779,Sylva,North Carolina,USA
Tarboro NetZero Campus,Energy Storage Solutions LLC,Anaconda Rd,27886,Tarboro,North Carolina,USA
Kingsboro NetZero Campus,Energy Storage Solutions LLC,Kingsboro Rd,27801,Rocky Mount,North Carolina,USA
Applied Digital ELN02,Applied Digital Corporation,9685 87th Ave SE,58436,Ellendale,North Dakota,USA
Applied Digital Polaris Forge 1,Applied Digital Corporation,9685 87th Ave SE,58436,Ellendale,North Dakota,USA
Applied Digital ELN01,Applied Digital Corporation,9685 87th Ave SE,58436,Ellendale,North Dakota,USA
Project Trinity,Teton Digital,60th St NW & 103rd Ave NW,58852,Dry Fork Township.,North Dakota,USA
Bitzero Nekoma,Bitzero Blockchain Inc.,81st St NE,58355,Nekoma,North Dakota,USA
Atlas Power Willinston,Atlas Power,5046 143rd Ave NW,58801,Williston,North Dakota,USA
Project Fighting Pike - Building 4,"Critical Data House, LLC ",US-2 & 56th St NW,58801,Williston,North Dakota,USA
Project Fighting Pike - Building 7,"Critical Data House, LLC ",US-2 & 56th St NW,58801,Williston,North Dakota,USA
Project Fighting Pike - Building 3,"Critical Data House, LLC ",US-2 & 56th St NW,58801,Williston,North Dakota,USA
Project Fighting Pike - Building 2,"Critical Data House, LLC ",US-2 & 56th St NW,58801,Williston,North Dakota,USA
Project Fighting Pike - Building 1,"Critical Data House, LLC ",US-2 & 56th St NW,58801,Williston,North Dakota,USA
Project Fighting Pike - Building 5,"Critical Data House, LLC ",US-2 & 56th St NW,58801,Williston,North Dakota,USA
Project Fighting Pike - Building 6,"Critical Data House, LLC ",US-2 & 56th St NW,58801,Williston,North Dakota,USA
Project Fighting Pike,"Critical Data House, LLC ",US-2 & 56th St NW,58801,Williston,North Dakota,USA
Midco Fargo,Midco,4624 28th Ave S,58104,Fargo,North Dakota,USA
DCN Fargo Great Plains,Dakota Carrier Network,3901 Great Plains Dr S,58104,Fargo,North Dakota,USA
702 Data Center,702 Communications,within 2 mile from Interstate,58103,Fargo,North Dakota,USA
Consolidated Fargo,Consolidated Communications,3312 42nd Street South,58104,Fargo,North Dakota,USA
Applied Digital Polaris Forge 2,Applied Digital Corporation,"within Harwood, North Dakota",58042,Harwood,North Dakota,USA
Applied Digital JMS,Applied Digital Corporation,2671 Highway 20 SE,58401,Jamestown,North Dakota,USA
Midco Grand Forks,Midco,3251 32nd Ave S,58201,Grand Forks,North Dakota,USA
Core Scientific Grand Forks,Core Scientific,5601 11th Ave S,58201,Grand Forks,North Dakota,USA
DCN Bismarck Coleman,Dakota Carrier Network,4202 Coleman St,58503,Bismarck,North Dakota,USA
Aurum Capital Ventures - Bismarck,Aurum Capital Ventures,3805 E Bismarck Expy,58501,Bismarck,North Dakota,USA
DP Facilities - Hannibal Gap Data Center,DP Facilities,43840 State Route 7,43931,Hannibal,Ohio,USA
Meta Bowling Green Campus,Meta,56 Middleton Pike,43402,Bowling Green,Ohio,USA
Telesystem DC-1,"Buckeye Telesystem, Inc",4818 Angola Road,43615,Toledo,Ohio,USA
CISP Data Center,CISP,3035 Moffat Rd,43615,Toledo,Ohio,USA
Cologix COL3-S,Cologix,585 Scherers Court,43085,Columbus,Ohio,USA
Cologix COL1,Cologix,535 Scherers Ct,43085,Columbus,Ohio,USA
Cologix COL2,Cologix,555 Scherers Court,43085,Columbus,Ohio,USA
Cologix COL4-S,Cologix,7500 Alta View Blvd,43085,Columbus,Ohio,USA
Cologix COL5,Cologix,6787 Green Meadows Drive,43035,Lewis Center,Ohio,USA
Cologix Johnstown Campus,Cologix,12017 Duncan Plains Rd,43031,Johnstown,Ohio,USA
WeConnect Community Data Center,City of Westerville - WeConnect,35 Collegeview Road,43081,Westerville,Ohio,USA
"DartPoints Dublin, OH - CMH01",DartPoints,565 Metro Place South,43017,Dublin,Ohio,USA
Edged Columbus,Edged Energy,6525 New Albany Rd E,43054,New Albany,Ohio,USA
Compugen New Albany Data Center,Compugen Inc.,7000 Souder Road,43054,New Albany,Ohio,USA
Racksquared Spring Street Datacenter,RackSquared,325 E Spring Street,43215,Columbus,Ohio,USA
CeraNet DC1,"CeraNet, Inc.",826 Morrison Road,43230,Columbus,Ohio,USA
WOW! Data Center,WOW Business/E Solutions,226 North 5th Street,43215,Columbus,Ohio,USA
Centersquare - Columbus CMH1-A,Csquare,8180 Green Meadows Dr N,43035,North Lewis Center,Ohio,USA
Cogent Data Center - Columbus,"Cogent Communications, Inc.",240 N 5th Street,43215,Columbus,Ohio,USA
BrescoBroadband Columbus 1,"Bresco Broadband, LLC",180 E Broad St,43215,Columbus,Ohio,USA
BrescoBroadband Columbus 2,"Bresco Broadband, LLC",423 E Town Street,43215,Columbus,Ohio,USA
Expedient Upper Arlington,Expedient Data Centers,"5000 Arllington Centre Blvd, Building One",43220,Columbus,Ohio,USA
CeraNet DC2,"CeraNet, Inc.",within 10 miles from downtown Columbus,43017,Dublin,Ohio,USA
CeraNet DC3,"CeraNet, Inc.",4151 Executive Pkwy,43081,Westerville,Ohio,USA
CENTRA Columbus (CMH1),CENTRA,180 E Broad St,43215,Columbus,Ohio,USA
ICS Corporate Center,ICS,175 South Third Street,43215,Columbus,Ohio,USA
