state,state_code,year,total_consumption_mwh,prev_year_consumption,yoy_change_mwh,yoy_change_pct,new_dc_count,new_dc_capacity_mw,new_dc_energy_mwh,cumulative_dc_count,cumulative_dc_capacity,cumulative_dc_energy
Oklahoma,OK,2004,50942042.0,50428168.0,513874.0,1.0190217499077103,1.0,5.625,44840.25,4.0,22.5,179361.0
Oklahoma,OK,2005,53707102.0,50942042.0,2765060.0,5.427854658829735,1.0,5.625,44840.25,5.0,28.125,224201.25
Oklahoma,OK,2006,54905314.0,53707102.0,1198212.0,2.231012203935338,0.0,0.0,0.0,5.0,28.125,224201.25
Oklahoma,OK,2007,55193200.0,54905314.0,287886.0,0.5243317614029127,0.0,0.0,0.0,5.0,28.125,224201.25
Oklahoma,OK,2008,56278866.06,55193200.0,1085666.0600000024,1.967028655703968,1.0,5.625,44840.25,6.0,33.75,269041.5
Oklahoma,OK,2009,54544580.0,56278866.06,-1734286.0600000024,-3.081593822716765,1.0,5.625,44840.25,7.0,39.375,313881.75
Oklahoma,OK,2010,57845980.02,54544580.0,3301400.0200000033,6.052663747708761,1.0,1.25,9964.5,8.0,40.625,323846.25
Oklahoma,OK,2011,59846794.02,57845980.02,2000814.0,3.458864383157182,0.0,0.0,0.0,8.0,40.625,323846.25
Oklahoma,OK,2012,59340624.02,59846794.02,-506170.0,-0.8457762997811458,0.0,0.0,0.0,8.0,40.625,323846.25
Oklahoma,OK,2013,59929171.99,59340624.02,588547.9699999988,0.9918129101602238,1.0,10.0,71398.481616,9.0,50.625,395244.731616
Oklahoma,OK,2014,61573374.02,59929171.99,1644202.0300000012,2.743575416450537,1.0,5.625,43073.3652374025,10.0,56.25,438318.0968534025
Oklahoma,OK,2015,61336384.99,61573374.02,-236989.0300000012,-0.384888815615372,0.0,0.0,0.0,10.0,56.25,438318.0968534025
Oklahoma,OK,2016,61516554.0,61336384.99,180169.0099999979,0.2937392055781765,0.0,0.0,0.0,10.0,56.25,438318.0968534025
Oklahoma,OK,2017,60492127.99,61516554.0,-1024426.009999998,-1.6652851035836598,0.0,0.0,0.0,10.0,56.25,438318.0968534025
Oklahoma,OK,2018,64575315.99,60492127.99,4083188.0,6.7499493498972205,1.0,5.625,41376.10278432154,11.0,61.875,479694.199637724
Oklahoma,OK,2019,64795946.0,64575315.99,220630.0099999979,0.3416630745317053,0.0,0.0,0.0,11.0,61.875,479694.199637724
Oklahoma,OK,2020,62299304.98,64795946.0,-2496641.019999996,-3.853082135724966,0.0,0.0,0.0,11.0,61.875,479694.199637724
Oklahoma,OK,2021,64525137.0,62299304.98,2225832.019999996,3.5728039353160623,0.0,0.0,0.0,11.0,61.875,479694.199637724
Oklahoma,OK,2022,69486942.02,64525137.0,4961805.019999996,7.689724114805049,0.0,0.0,0.0,11.0,61.875,479694.199637724
Oklahoma,OK,2023,68978840.01,69486942.02,-508102.00999999046,-0.7312194136471664,0.0,0.0,0.0,11.0,61.875,479694.199637724
Oklahoma,OK,2024,72083773.02,68978840.01,3104933.0099999905,4.501283305938259,0.0,0.0,0.0,11.0,61.875,479694.199637724
Oregon,OR,2001,45884830.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,OR,2002,45255173.0,45884830.0,-629657.0,-1.372255274782537,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,OR,2003,45194730.0,45255173.0,-60443.0,-0.1335604219212685,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,OR,2004,45636448.0,45194730.0,441718.0,0.9773661663649722,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,OR,2005,46419245.0,45636448.0,782797.0,1.715289060182773,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,OR,2006,48069265.0,46419245.0,1650020.0,3.5546032685365736,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,OR,2007,48696965.0,48069265.0,627700.0,1.3058240020936454,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,OR,2008,49187476.98,48696965.0,490511.9799999967,1.0072742315665806,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,OR,2009,47566897.02,49187476.98,-1620579.960000001,-3.294700317031795,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,OR,2010,46025945.03,47566897.02,-1540951.9899999946,-3.2395470096611207,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,OR,2011,47171445.99,46025945.03,1145500.960000001,2.4888157304610607,1.0,0.9,7102.6956,3.0,26.099999999999998,207987.0156
Oregon,OR,2012,46688855.97,47171445.99,-482590.0200000033,-1.0230553884277975,3.0,58.0,418294.13472,6.0,84.1,626281.15032
Oregon,OR,2013,47640978.02,46688855.97,952122.0500000044,2.0392918828677065,0.0,0.0,0.0,6.0,84.1,626281.15032
Oregon,OR,2014,47334953.01,47640978.02,-306025.01000000536,-0.6423566910644319,0.0,0.0,0.0,6.0,84.1,626281.15032
Oregon,OR,2015,47263973.96,47334953.01,-70979.04999999702,-0.1499506083485537,1.0,18.0,125959.77329731485,7.0,102.1,752240.9236173149
Oregon,OR,2016,47349349.99,47263973.96,85376.03000000119,0.1806365881807903,1.0,2.0,15010.206317930022,8.0,104.1,767251.1299352449
Oregon,OR,2017,50043816.03,47349349.99,2694466.039999999,5.690608298887017,0.0,0.0,0.0,8.0,104.1,767251.1299352449
Oregon,OR,2018,49325904.01,50043816.03,-717912.0200000033,-1.4345668994739194,0.0,0.0,0.0,8.0,104.1,767251.1299352449
Oregon,OR,2019,50404385.99,49325904.01,1078481.9800000042,2.186441387432778,0.0,0.0,0.0,8.0,104.1,767251.1299352449
Oregon,OR,2020,51019313.01,50404385.99,614927.0199999958,1.2199871259655748,1.0,36.0,239572.9821868123,9.0,140.1,1006824.1121220572
Oregon,OR,2021,54135205.01,51019313.01,3115892.0,6.107279412777024,1.0,54.0,326118.7220017983,10.0,194.1,1332942.8341238555
Oregon,OR,2022,56326895.989999995,54135205.01,2191690.9799999967,4.048550254118631,0.0,0.0,0.0,10.0,194.1,1332942.8341238555
Oregon,OR,2023,57984962.0,56326895.989999995,1658066.0100000054,2.943648821505042,0.0,0.0,0.0,10.0,194.1,1332942.8341238555
Oregon,OR,2024,59680701.0,57984962.0,1695739.0,2.924446169336112,0.0,0.0,0.0,10.0,194.1,1332942.8341238555
Pennsylvania,PA,2001,135271933.0,,,,1.0,6.0,47829.6,4.0,72.0,537163.2
Pennsylvania,PA,2002,139819870.0,135271933.0,4547937.0,3.3620699424765372,0.0,0.0,0.0,4.0,72.0,537163.2
Pennsylvania,PA,2003,140369128.0,139819870.0,549258.0,0.3928325780877925,0.0,0.0,0.0,4.0,72.0,537163.2
Pennsylvania,PA,2004,143501493.0,140369128.0,3132365.0,2.231519882349059,0.0,0.0,0.0,4.0,72.0,537163.2
Pennsylvania,PA,2005,148272940.0,143501493.0,4771447.0,3.32501558015149,2.0,11.0,87687.6,6.0,83.0,624850.8
Pennsylvania,PA,2006,146150358.0,148272940.0,-2122582.0,-1.4315370019640803,2.0,106.0,722349.6,8.0,189.0,1347200.4
Pennsylvania,PA,2007,151572950.0,146150358.0,5422592.0,3.710283077103376,1.0,2.0,15943.199999999999,9.0,191.0,1363143.6
Pennsylvania,PA,2008,150400589.0,151572950.0,-1172361.0,-0.7734632069904294,1.0,16.0,117734.4,10.0,207.0,1480878.0
Pennsylvania,PA,2009,143747437.99,150400589.0,-6653151.00999999,-4.423620315742241,1.0,6.0,47829.6,11.0,213.0,1528707.6
Pennsylvania,PA,2010,148963968.0,143747437.99,5216530.00999999,3.6289551194386407,1.0,6.0,47829.6,12.0,219.0,1576537.2
Pennsylvania,PA,2011,148757238.01,148963968.0,-206729.9900000095,-0.1387785199169839,2.0,9.0,71026.95599999999,14.0,228.0,1647564.156
Pennsylvania,PA,2012,144709727.01,148757238.01,-4047511.0,-2.7208834031510536,0.0,0.0,0.0,14.0,228.0,1647564.156
Pennsylvania,PA,2013,146253762.98,144709727.01,1544035.9699999988,1.0669883786687675,2.0,21.5,157076.6595552,16.0,249.5,1804640.8155552
Pennsylvania,PA,2014,146687698.0,146253762.98,433935.0200000107,0.2967000719559952,2.0,42.0,298052.961505992,18.0,291.5,2102693.777061192
Pennsylvania,PA,2015,146344027.99,146687698.0,-343670.00999999046,-0.2342868656920299,0.0,0.0,0.0,18.0,291.5,2102693.777061192
Pennsylvania,PA,2016,145327682.99,146344027.99,-1016345.0,-0.694490246004059,0.0,0.0,0.0,18.0,291.5,2102693.777061192
Pennsylvania,PA,2017,142990895.98,145327682.99,-2336787.0100000203,-1.607943484629019,1.0,1.5,11145.078191063041,19.0,293.0,2113838.855252255
Pennsylvania,PA,2018,148976731.01,142990895.98,5985835.030000001,4.186165132385235,1.0,1.0,7355.751606101608,20.0,294.0,2121194.6068583564
Pennsylvania,PA,2019,145580382.98,148976731.01,-3396348.030000001,-2.2797842367557544,0.0,0.0,0.0,20.0,294.0,2121194.6068583564
Pennsylvania,PA,2020,139720836.99,145580382.98,-5859545.98999998,-4.024955746135777,0.0,0.0,0.0,20.0,294.0,2121194.6068583564
Pennsylvania,PA,2021,143340153.98999998,139720836.99,3619316.99999997,2.5903917253652073,0.0,0.0,0.0,20.0,294.0,2121194.6068583564
Pennsylvania,PA,2022,145044592.15,143340153.98999998,1704438.1600000262,1.189086318491701,0.0,0.0,0.0,20.0,294.0,2121194.6068583564
Pennsylvania,PA,2023,138710993.03,145044592.15,-6333599.120000005,-4.36665650619364,0.0,0.0,0.0,20.0,294.0,2121194.6068583564
Pennsylvania,PA,2024,142146514.02,138710993.03,3435520.9900000095,2.4767474552337645,0.0,0.0,0.0,20.0,294.0,2121194.6068583564
Rhode Island,RI,2001,7392917.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,RI,2002,7560699.0,7392917.0,167782.0,2.269496600597572,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,RI,2003,7796626.0,7560699.0,235927.0,3.120438996447286,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,RI,2004,7887575.0,7796626.0,90949.0,1.1665174140711636,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,RI,2005,8049112.0,7887575.0,161537.0,2.0479932045020175,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,RI,2006,7799126.0,8049112.0,-249986.0,-3.1057587470518486,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,RI,2007,8013022.0,7799126.0,213896.0,2.7425637180371236,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,RI,2008,7818594.0,8013022.0,-194428.0,-2.42640042670543,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,RI,2009,7617629.0,7818594.0,-200965.0,-2.5703470470521936,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,RI,2010,7799227.0,7617629.0,181598.0,2.3839176205614634,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,RI,2011,7732420.0,7799227.0,-66807.0,-0.8565848897589465,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,RI,2012,7708334.0,7732420.0,-24086.0,-0.3114936850300423,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,RI,2013,7781122.0,7708334.0,72788.0,0.9442766750895848,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,RI,2014,7643104.0,7781122.0,-138018.0,-1.773754479109825,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,RI,2015,7664718.0,7643104.0,21614.0,0.2827908661193148,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,RI,2016,7524270.0,7664718.0,-140448.0,-1.8323961820904568,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,RI,2017,7384671.0,7524270.0,-139599.0,-1.8553161967871965,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,RI,2018,7583339.0,7384671.0,198668.0,2.6902755721954303,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,RI,2019,7349915.0,7583339.0,-233424.0,-3.0781163811877588,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,RI,2020,7351541.0,7349915.0,1626.0,0.0221227048203958,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,RI,2021,7398003.99,7351541.0,46462.99000000022,0.632017015208107,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,RI,2022,7576284.0,7398003.99,178280.00999999978,2.409839332892814,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,RI,2023,7300787.99,7576284.0,-275496.0099999998,-3.6362946531571385,0.0,0.0,0.0,0.0,0.0,0.0
Rhode Island,RI,2024,7414247.0,7300787.99,113459.00999999978,1.5540652619334556,0.0,0.0,0.0,0.0,0.0,0.0
South Carolina,SC,2001,74832367.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
South Carolina,SC,2002,77819392.0,74832367.0,2987025.0,3.991621700273092,0.0,0.0,0.0,0.0,0.0,0.0
South Carolina,SC,2003,77054098.0,77819392.0,-765294.0,-0.9834232577915796,0.0,0.0,0.0,0.0,0.0,0.0
South Carolina,SC,2004,79908340.0,77054098.0,2854242.0,3.704205323382022,0.0,0.0,0.0,0.0,0.0,0.0
South Carolina,SC,2005,81254088.0,79908340.0,1345748.0,1.6841145742734738,0.0,0.0,0.0,0.0,0.0,0.0
South Carolina,SC,2006,80877321.0,81254088.0,-376767.0,-0.4636899007469015,0.0,0.0,0.0,0.0,0.0,0.0
South Carolina,SC,2007,81948158.0,80877321.0,1070837.0,1.3240262990412357,1.0,13.3,97866.72,2.0,26.75,205084.74
South Carolina,SC,2008,80650572.0,81948158.0,-1297586.0,-1.5834230221501746,0.0,0.0,0.0,2.0,26.75,205084.74
South Carolina,SC,2009,76417478.99000001,80650572.0,-4233093.00999999,-5.248683183548891,0.0,0.0,0.0,2.0,26.75,205084.74
South Carolina,SC,2010,82479292.99,76417478.99000001,6061813.999999985,7.932496701171251,1.0,2.0,15943.199999999999,3.0,28.75,221027.94
South Carolina,SC,2011,80488546.01,82479292.99,-1990746.9799999893,-2.413632449833624,1.0,1.3,10259.4492,4.0,30.05,231287.3892
South Carolina,SC,2012,77780953.0,80488546.01,-2707593.010000006,-3.363948218997036,0.0,0.0,0.0,4.0,30.05,231287.3892
South Carolina,SC,2013,78602094.0,77780953.0,821141.0,1.055709615694732,1.0,0.5,3867.4177542,5.0,30.55,235154.8069542
South Carolina,SC,2014,81619765.0,78602094.0,3017671.0,3.8391738011458063,0.0,0.0,0.0,5.0,30.55,235154.8069542
South Carolina,SC,2015,81328246.0,81619765.0,-291519.0,-0.35716716410541,0.0,0.0,0.0,5.0,30.55,235154.8069542
South Carolina,SC,2016,79577549.99,81328246.0,-1750696.0100000054,-2.152629739488056,0.0,0.0,0.0,5.0,30.55,235154.8069542
South Carolina,SC,2017,78096757.0,79577549.99,-1480792.9899999946,-1.8608175172345425,0.0,0.0,0.0,5.0,30.55,235154.8069542
South Carolina,SC,2018,81641137.99000001,78096757.0,3544380.9900000095,4.538448363483274,1.0,13.6,92342.97400890633,6.0,44.15,327497.7809631063
South Carolina,SC,2019,80205620.0,81641137.99000001,-1435517.9900000095,-1.758326776601083,0.0,0.0,0.0,6.0,44.15,327497.7809631063
South Carolina,SC,2020,76737175.99000001,80205620.0,-3468444.0099999905,-4.324440120280836,0.0,0.0,0.0,6.0,44.15,327497.7809631063
South Carolina,SC,2021,79792136.01,76737175.99000001,3054960.019999996,3.981069124042435,1.0,3.0,21411.835282946347,7.0,47.15,348909.61624605267
South Carolina,SC,2022,82758432.01,79792136.01,2966296.0,3.717529255800656,0.0,0.0,0.0,7.0,47.15,348909.61624605267
South Carolina,SC,2023,81202185.01,82758432.01,-1556247.0,-1.8804694122430363,0.0,0.0,0.0,7.0,47.15,348909.61624605267
South Carolina,SC,2024,83961428.02000001,81202185.01,2759243.010000006,3.397991088121836,0.0,0.0,0.0,7.0,47.15,348909.61624605267
South Dakota,SD,2001,8626999.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,SD,2002,8936801.0,8626999.0,309802.0,3.591074949701513,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,SD,2003,9079990.0,8936801.0,143189.0,1.6022399961686515,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,SD,2004,9213844.0,9079990.0,133854.0,1.47416461912403,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,SD,2005,9811017.0,9213844.0,597173.0,6.481257985266518,1.0,245.0,1953041.9999999998,1.0,245.0,1953041.9999999998
South Dakota,SD,2006,10056387.0,9811017.0,245370.0,2.5009639673440582,0.0,0.0,0.0,1.0,245.0,1953041.9999999998
South Dakota,SD,2007,10603301.0,10056387.0,546914.0,5.438474076226382,0.0,0.0,0.0,1.0,245.0,1953041.9999999998
South Dakota,SD,2008,10974086.0,10603301.0,370785.0,3.4968827160522937,0.0,0.0,0.0,1.0,245.0,1953041.9999999998
South Dakota,SD,2009,11010118.0,10974086.0,36032.0,0.3283371389653772,0.0,0.0,0.0,1.0,245.0,1953041.9999999998
South Dakota,SD,2010,11356149.01,11010118.0,346031.0099999998,3.1428456080125553,0.0,0.0,0.0,1.0,245.0,1953041.9999999998
South Dakota,SD,2011,11679600.02,11356149.01,323451.0099999998,2.8482455603142864,0.0,0.0,0.0,1.0,245.0,1953041.9999999998
South Dakota,SD,2012,11734209.99,11679600.02,54609.97000000067,0.4675671247858424,1.0,245.0,1914176.4641999998,2.0,490.0,3867218.4641999993
South Dakota,SD,2013,12209798.97,11734209.99,475588.9800000005,4.053012349406578,0.0,0.0,0.0,2.0,490.0,3867218.4641999993
South Dakota,SD,2014,12354726.0,12209798.97,144927.02999999933,1.186973105422057,0.0,0.0,0.0,2.0,490.0,3867218.4641999993
South Dakota,SD,2015,12101979.0,12354726.0,-252747.0,-2.0457515609816035,0.0,0.0,0.0,2.0,490.0,3867218.4641999993
South Dakota,SD,2016,12129530.02,12101979.0,27551.019999999553,0.2276571459923997,0.0,0.0,0.0,2.0,490.0,3867218.4641999993
South Dakota,SD,2017,12313675.03,12129530.02,184145.01000000164,1.51815453439969,0.0,0.0,0.0,2.0,490.0,3867218.4641999993
South Dakota,SD,2018,12856937.99,12313675.03,543262.959999999,4.411866958291808,0.0,0.0,0.0,2.0,490.0,3867218.4641999993
South Dakota,SD,2019,12868930.98,12856937.99,11992.98999999836,0.0932802974497224,0.0,0.0,0.0,2.0,490.0,3867218.4641999993
South Dakota,SD,2020,12695844.99,12868930.98,-173085.98999999836,-1.344991206099377,0.0,0.0,0.0,2.0,490.0,3867218.4641999993
South Dakota,SD,2021,13041391.02,12695844.99,345546.02999999933,2.721725338267534,0.0,0.0,0.0,2.0,490.0,3867218.4641999993
South Dakota,SD,2022,13467064.01,13041391.02,425672.9900000002,3.264015236926775,0.0,0.0,0.0,2.0,490.0,3867218.4641999993
South Dakota,SD,2023,13505999.0,13467064.01,38934.99000000022,0.2891126824012194,0.0,0.0,0.0,2.0,490.0,3867218.4641999993
South Dakota,SD,2024,13637203.98,13505999.0,131204.98000000045,0.9714570540098548,0.0,0.0,0.0,2.0,490.0,3867218.4641999993
Tennessee,TN,2001,96130718.0,,,,1.0,10.0,73584.0,1.0,10.0,73584.0
Tennessee,TN,2002,98233027.0,96130718.0,2102309.0,2.186927387767976,1.0,2.75,21921.899999999998,2.0,12.75,95505.9
Tennessee,TN,2003,97455808.0,98233027.0,-777219.0,-0.7911992776115919,0.0,0.0,0.0,2.0,12.75,95505.9
Tennessee,TN,2004,99660665.0,97455808.0,2204857.0,2.262417238385628,0.0,0.0,0.0,2.0,12.75,95505.9
Tennessee,TN,2005,103905421.0,99660665.0,4244756.0,4.259208986815411,0.0,0.0,0.0,2.0,12.75,95505.9
Tennessee,TN,2006,103931744.0,103905421.0,26323.0,0.0253336156541822,0.0,0.0,0.0,2.0,12.75,95505.9
Tennessee,TN,2007,106716934.0,103931744.0,2785190.0,2.6798260981745865,0.0,0.0,0.0,2.0,12.75,95505.9
Tennessee,TN,2008,104169778.99,106716934.0,-2547155.0099999905,-2.386833011900426,0.0,0.0,0.0,2.0,12.75,95505.9
Tennessee,TN,2009,94909844.01,104169778.99,-9259934.980000004,-8.889271984429312,0.0,0.0,0.0,2.0,12.75,95505.9
Tennessee,TN,2010,103521537.01,94909844.01,8611693.0,9.073550894354694,0.0,0.0,0.0,2.0,12.75,95505.9
Tennessee,TN,2011,100733329.0,103521537.01,-2788208.010000006,-2.693360329194754,0.0,0.0,0.0,2.0,12.75,95505.9
Tennessee,TN,2012,96381471.97,100733329.0,-4351857.030000001,-4.320175927075736,0.0,0.0,0.0,2.0,12.75,95505.9
Tennessee,TN,2013,96944013.0,96381471.97,562541.0300000012,0.5836609656419228,1.0,2.4,18563.60522016,3.0,15.15,114069.50522016
Tennessee,TN,2014,100219230.0,96944013.0,3275217.0,3.3784623708531645,1.0,2.75,21058.089671619,4.0,17.9,135127.594891779
Tennessee,TN,2015,99632107.97,100219230.0,-587122.0300000012,-0.5858376980146437,0.0,0.0,0.0,4.0,17.9,135127.594891779
Tennessee,TN,2016,100758439.02,99632107.97,1126331.050000012,1.1304900327303713,0.0,0.0,0.0,4.0,17.9,135127.594891779
Tennessee,TN,2017,97239884.99,100758439.02,-3518554.030000001,-3.4920688174829575,0.0,0.0,0.0,4.0,17.9,135127.594891779
Tennessee,TN,2018,102911182.99,97239884.99,5671297.999999985,5.832275511826461,1.0,2.0,14711.503212203215,5.0,19.9,149839.09810398222
Tennessee,TN,2019,99829099.99,102911182.99,-3082082.999999985,-2.994896094333572,0.0,0.0,0.0,5.0,19.9,149839.09810398222
Tennessee,TN,2020,95003887.98,99829099.99,-4825212.010000005,-4.833472414840314,1.0,86.0,524620.4656220473,6.0,105.9,674459.5637260296
Tennessee,TN,2021,99621136.98,95003887.98,4617248.999999985,4.86006320180496,0.0,0.0,0.0,6.0,105.9,674459.5637260296
Tennessee,TN,2022,102112051.01,99621136.98,2490914.030000001,2.500387071972566,0.0,0.0,0.0,6.0,105.9,674459.5637260296
Tennessee,TN,2023,99046005.0,102112051.01,-3066046.0099999905,-3.00262895483289,0.0,0.0,0.0,6.0,105.9,674459.5637260296
Tennessee,TN,2024,102962435.02,99046005.0,3916430.0200000103,3.954152436536952,0.0,0.0,0.0,6.0,105.9,674459.5637260296
Texas,TX,2001,318044174.0,,,,2.0,22.2,165931.91999999998,18.0,666.0,4783279.739999999
Texas,TX,2002,320845849.0,318044174.0,2801675.0,0.8809075056347362,0.0,0.0,0.0,18.0,666.0,4783279.739999999
Texas,TX,2003,322685955.0,320845849.0,1840106.0,0.5735171596376177,1.0,30.0,239147.99999999997,19.0,696.0,5022427.739999999
Texas,TX,2004,320614840.0,322685955.0,-2071115.0,-0.6418361158606981,1.0,2.0,15943.199999999999,20.0,698.0,5038370.9399999995
Texas,TX,2005,334258262.0,320614840.0,13643422.0,4.255393168950008,3.0,19.0,145328.4,23.0,717.0,5183699.34
Texas,TX,2006,342724213.0,334258262.0,8465951.0,2.532757440113776,1.0,30.0,239147.99999999997,24.0,747.0,5422847.34
Texas,TX,2007,343828582.0,342724213.0,1104369.0,0.322232558456557,2.0,11.0,81555.6,26.0,758.0,5504402.9399999995
Texas,TX,2008,347814647.02,343828582.0,3986065.019999981,1.159317528756228,5.0,66.5,507773.39999999997,31.0,824.5,6012176.34
Texas,TX,2009,345351419.96999997,347814647.02,-2463227.050000012,-0.7082010694789319,3.0,62.0,494239.19999999995,34.0,886.5,6506415.539999999
Texas,TX,2010,358457549.99,345351419.96999997,13106130.02000004,3.7950126341274473,1.0,30.0,239147.99999999997,35.0,916.5,6745563.539999999
Texas,TX,2011,376065115.99,358457549.99,17607566.0,4.912036585780158,6.0,131.6,943869.3263999999,41.0,1048.1,7689432.8664
Texas,TX,2012,365104130.9899999,376065115.99,-10960985.00000006,-2.914650823473753,3.0,20.8,162509.675328,44.0,1068.9,7851942.541727999
Texas,TX,2013,378817254.03,365104130.9899999,13713123.04000008,3.7559484749778624,1.0,5.7,44088.56239788001,45.0,1074.6,7896031.10412588
Texas,TX,2014,389669820.0,378817254.03,10852565.969999967,2.8648552447245477,4.0,60.6,442838.3724509976,49.0,1135.2,8338869.476576877
Texas,TX,2015,392337354.01,389669820.0,2667534.0099999905,0.6845626407505694,1.0,13.5,94469.82997298615,50.0,1148.7,8433339.306549864
Texas,TX,2016,398661808.78,392337354.01,6324454.7700000405,1.6119940416988288,2.0,19.0,132205.27872330675,52.0,1167.7,8565544.58527317
Texas,TX,2017,401880374.0100001,398661808.78,3218565.230000019,0.8073422532872145,6.0,142.0,991054.6452976058,58.0,1309.7,9556599.230570776
Texas,TX,2018,424418628.0,401880374.0100001,22538253.98999995,5.608199715032396,3.0,66.65,435941.4480708449,61.0,1376.35,9992540.678641621
Texas,TX,2019,429343404.01,424418628.0,4924776.00999999,1.160358119342488,3.0,618.0,3822031.5597189968,64.0,1994.35,13814572.238360617
Texas,TX,2020,426863266.97,429343404.01,-2480137.0400000215,-0.5776581209437319,2.0,31.0,203288.44983179908,66.0,2025.35,14017860.688192416
Texas,TX,2021,435627877.98,426863266.97,8764611.01000005,2.0532596004837376,1.0,30.0,181177.06777877684,67.0,2055.35,14199037.755971193
Texas,TX,2022,475401192.05999994,435627877.98,39773314.07999992,9.130112210547264,2.0,359.0,2146404.721975169,69.0,2414.35,16345442.477946363
Texas,TX,2023,492820384.99,475401192.05999994,17419192.930000067,3.664103755087263,4.0,738.3,4395113.430573505,73.0,3152.65,20740555.908519868
Texas,TX,2024,505431317.01,492820384.99,12610932.01999998,2.5589306782137013,6.0,1124.0,6639758.91730818,79.0,4276.65,27380314.825828046
Utah,UT,2001,23217308.0,,,,1.0,5.0,39858.0,2.0,10.0,79716.0
Utah,UT,2002,23267188.0,23217308.0,49880.0,0.2148397221590031,1.0,6.0,47829.6,3.0,16.0,127545.6
Utah,UT,2003,23860350.0,23267188.0,593162.0,2.5493497538250005,0.0,0.0,0.0,3.0,16.0,127545.6
Utah,UT,2004,24511704.0,23860350.0,651354.0,2.729859369204559,0.0,0.0,0.0,3.0,16.0,127545.6
Utah,UT,2005,25000498.0,24511704.0,488794.0,1.9941249290543,0.0,0.0,0.0,3.0,16.0,127545.6
Utah,UT,2006,26365716.0,25000498.0,1365218.0,5.4607632215966255,0.0,0.0,0.0,3.0,16.0,127545.6
Utah,UT,2007,27785447.0,26365716.0,1419731.0,5.384761786859875,0.0,0.0,0.0,3.0,16.0,127545.6
Utah,UT,2008,28191511.01,27785447.0,406064.0099999979,1.461426947711145,1.0,4.0,31886.399999999998,4.0,20.0,159432.0
Utah,UT,2009,27586699.99,28191511.01,-604811.0199999958,-2.145365744267696,0.0,0.0,0.0,4.0,20.0,159432.0
Utah,UT,2010,28044000.99,27586699.99,457301.0,1.6576864944548229,0.0,0.0,0.0,4.0,20.0,159432.0
Utah,UT,2011,28858946.01,28044000.99,814945.0199999958,2.9059513308767566,0.0,0.0,0.0,4.0,20.0,159432.0
Utah,UT,2012,29723368.0,28858946.01,864421.9900000021,2.9953345825605298,0.0,0.0,0.0,4.0,20.0,159432.0
Utah,UT,2013,30474034.02,29723368.0,750666.0199999996,2.525507943783489,0.0,0.0,0.0,4.0,20.0,159432.0
Utah,UT,2014,30043019.02,30474034.02,-431015.0,-1.4143680476208906,0.0,0.0,0.0,4.0,20.0,159432.0
Utah,UT,2015,30192349.99,30043019.02,149330.9699999988,0.4970571363037362,0.0,0.0,0.0,4.0,20.0,159432.0
Utah,UT,2016,30179534.029999997,30192349.99,-12815.960000000894,-0.0424477061382955,0.0,0.0,0.0,4.0,20.0,159432.0
Utah,UT,2017,30589021.02,30179534.029999997,409486.9900000021,1.3568366880447893,0.0,0.0,0.0,4.0,20.0,159432.0
Utah,UT,2018,31242408.0,30589021.02,653386.9800000004,2.1360179509268926,0.0,0.0,0.0,4.0,20.0,159432.0
