state,state_abbr,year,cumulative_dc_mw,cumulative_dc_count,new_dc_mw,new_dc_count,cumulative_dc_energy_twh,new_dc_energy_twh,dc_share_of_state_pct,new_dc_share_of_change_pct,cumulative_ai_count,ai_ratio,cumulative_dc_mw_lag1,cumulative_dc_mw_lag2,dc_growth_mw,electricity_gwh,electricity_change_gwh,electricity_pct_change,log_dc_mw,log_elec_gwh,population_millions,gdp_billions,dc_per_million_pop,dc_mw_per_million_pop,dc_per_billion_gdp,elec_per_capita_mwh,dc_intensity,is_high_dc_state
Alaska,AK,2009,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.27017098,-0.055773010000000234,-0.8816551346038749,0.0,1.9837798098383344,0.7,60,0.0,0.0,0.0,0.008957387114285714,0.0,0
Alaska,AK,2010,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.24703802,-0.02313295999999987,-0.36893666973017486,0.0,1.9805928364221999,0.7,60,0.0,0.0,0.0,0.00892434002857143,0.0,0
Alaska,AK,2011,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.31953995,0.07250193000000049,1.1605808987857016,0.0,1.9905474776375236,0.7,60,0.0,0.0,0.0,0.009027914214285714,0.0,0
Alaska,AK,2012,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.416410979999999,0.09687102999999908,1.5328810446083037,0.0,2.003695244743135,0.7,60,0.0,0.0,0.0,0.0091663014,0.0,0
Alaska,AK,2013,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.268212,-0.1481989799999992,-2.3096865282154857,0.0,1.9835103190683427,0.7,60,0.0,0.0,0.0,0.008954588571428572,0.0,0
Alaska,AK,2014,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.1648119999999995,-0.1034000000000006,-1.6495932173321612,0.0,1.969181822275742,0.7,60,0.0,0.0,0.0,0.008806874285714285,0.0,0
Alaska,AK,2015,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.159204,-0.005607999999999613,-0.09096789975103237,0.0,1.968398801608,0.7,60,0.0,0.0,0.0,0.008798862857142856,0.0,0
Alaska,AK,2016,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.12320202,-0.03600197999999999,-0.5845232598238342,0.0,1.963357346239407,0.7,60,0.0,0.0,0.0,0.008747431457142857,0.0,0
Alaska,AK,2017,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,6.185799,0.06259698000000036,1.0222916016087995,0.0,1.9721067172453008,0.7,60,0.0,0.0,0.0,0.008836855714285715,0.0,0
Alaska,AK,2018,226.55,6,226.55,6,1.6232608499999999,1.6232608499999999,27179.067802899765,100.0,1,0.16666666666666666,0.0,0.0,226.55,5.97246698,-0.21333202000000018,-3.448738311736288,5.427369994462651,1.9419691047607135,0.7,60,8.571428571428571,323.64285714285717,0.1,0.008532095685714286,377.58333333333337,0
Alaska,AK,2019,226.55,6,0.0,0,1.6232608499999999,0.0,27896.807705894207,0.0,1,0.16666666666666666,226.55,0.0,0.0,5.81880503,-0.15366195000000005,-2.5728388371935385,5.427369994462651,1.9196842409608124,0.7,60,8.571428571428571,323.64285714285717,0.1,0.008312578614285715,377.58333333333337,0
Alaska,AK,2020,226.55,6,0.0,0,1.6232608499999999,0.0,27431.17415697535,0.0,1,0.16666666666666666,226.55,226.55,0.0,5.91757699,0.09877195999999966,1.6974612397349849,5.427369994462651,1.934065562360413,0.7,60,8.571428571428571,323.64285714285717,0.1,0.008453681414285714,377.58333333333337,0
Alaska,AK,2021,226.55,6,0.0,0,1.6232608499999999,0.0,27193.309845528962,0.0,1,0.16666666666666666,226.55,226.55,0.0,5.969339,0.051762010000000025,0.8747162916084008,5.427369994462651,1.9415203852681353,0.7,60,8.571428571428571,323.64285714285717,0.1,0.008527627142857142,377.58333333333337,0
Alaska,AK,2022,226.55,6,0.0,0,1.6232608499999999,0.0,27044.971909737957,0.0,1,0.16666666666666666,226.55,226.55,0.0,6.00208,0.032741000000000575,0.548486189174389,5.427369994462651,1.9462072477742607,0.7,60,8.571428571428571,323.64285714285717,0.1,0.0085744,377.58333333333337,0
Alaska,AK,2023,226.55,6,0.0,0,1.6232608499999999,0.0,26943.88650173192,0.0,1,0.16666666666666666,226.55,226.55,0.0,6.02459801,0.022518009999999755,0.3751701076959946,5.427369994462651,1.9494179908067233,0.7,60,8.571428571428571,323.64285714285717,0.1,0.008606568585714285,377.58333333333337,0
Arizona,AZ,2005,47.1,4,0.0,0,0.3403917,0.0,490.5437885424566,0.0,0,0.0,47.1,47.1,0.0,69.390686,2.457435000000004,3.6714711496682026,3.8732821771117156,4.254060953275066,7.2,450,0.5555555555555556,6.541666666666667,0.008888888888888889,0.009637595277777779,10.466666666666667,1
Arizona,AZ,2006,47.1,4,0.0,0,0.3403917,0.0,464.6809562548182,0.0,0,0.0,47.1,47.1,0.0,73.252776,3.862089999999995,5.565718142633718,3.8732821771117156,4.307475164189312,7.2,450,0.5555555555555556,6.541666666666667,0.008888888888888889,0.010173996666666666,10.466666666666667,1
Arizona,AZ,2007,52.9,5,5.8,1,0.38129214,0.040900439999999996,493.9452054886799,100.0,1,0.2,47.1,47.1,5.799999999999997,77.193206,3.9404300000000063,5.379222761469144,3.9871304779149512,4.359182763981601,7.2,450,0.6944444444444444,7.347222222222221,0.011111111111111112,0.010721278611111112,11.755555555555555,1
Arizona,AZ,2008,52.9,5,0.0,0,0.38129214,0.0,499.93779809063153,0.0,1,0.2,52.9,47.1,0.0,76.26791602,-0.9252899800000023,-1.198667639222035,3.9871304779149512,4.347278811476966,7.2,450,0.6944444444444444,7.347222222222221,0.011111111111111112,0.01059276611388889,11.755555555555555,1
Arizona,AZ,2009,52.9,5,0.0,0,0.38129214,0.0,519.2386374075805,0.0,1,0.2,52.9,52.9,0.0,73.43292901000001,-2.834987009999992,-3.717142355452014,3.9871304779149512,4.309898438143545,7.2,450,0.6944444444444444,7.347222222222221,0.011111111111111112,0.010199017918055556,11.755555555555555,1
Arizona,AZ,2010,101.9,8,49.0,3,0.7354151400000001,0.3541230000000001,1009.7275096202919,100.0,1,0.125,52.9,52.9,49.00000000000001,72.83303,-0.5998990100000157,-0.8169346069776438,4.633757642840004,4.301806192456497,7.2,450,1.1111111111111112,14.152777777777779,0.017777777777777778,0.01011569861111111,22.644444444444446,1
